,date,mmwr_week,location,distributed,distributed_janssen,distributed_moderna,distributed_pfizer,distributed_unk_manuf,dist_per_100k,distributed_per_100k_12plus,distributed_per_100k_18plus,distributed_per_100k_65plus,administered,administered_12plus,administered_18plus,administered_65plus,administered_janssen,administered_moderna,administered_pfizer,administered_unk_manuf,administered_fed_ltc,administered_fed_ltc_residents,administered_fed_ltc_staff,administered_fed_ltc_unk,administered_fed_ltc_dose1,administered_fed_ltc_dose1_1,administered_fed_ltc_dose1_2,administered_fed_ltc_dose1_3,admin_per_100k,admin_per_100k_12plus,admin_per_100k_18plus,admin_per_100k_65plus,recip_administered,administered_dose1_recip,administered_dose1_pop_pct,administered_dose1_recip_1,administered_dose1_recip_2,administered_dose1_recip_3,administered_dose1_recip_4,administered_dose1_recip_5,administered_dose1_recip_6,series_complete_yes,series_complete_pop_pct,series_complete_12plus,series_complete_12pluspop,series_complete_18plus,series_complete_18pluspop,series_complete_65plus,series_complete_65pluspop,series_complete_janssen,series_complete_moderna,series_complete_pfizer,series_complete_unk_manuf,series_complete_janssen_12plus,series_complete_moderna_12plus,series_complete_pfizer_12plus,series_complete_unk_manuf_1,series_complete_janssen_18plus,series_complete_moderna_18plus,series_complete_pfizer_18plus,series_complete_unk_manuf_2,series_complete_janssen_65plus,series_complete_moderna_65plus,series_complete_pfizer_65plus,series_complete_unk_manuf_3,series_complete_fedltc,series_complete_fedltc_1,series_complete_fedltc_staff,series_complete_fedltc_unknown
13476,2021-07-09T00:00:00.000,27,NM,2392725,138500,1042300,1211925,0,114112,133864,147609,633657,2413586,2413359,2276964,656392,83835,1058062,1267897,3792,39746,11906,12160,15680,23961,6414,6648,10899,115106,135018,140467,173830,2438369,1333543,63.6,1333335,74.6,1253415,77.3,355314,94.1,1162938,55.5,1162874,65.1,1100598,67.9,321142,85,82423,481077,598317,1121,82412,481060,598281,1121,82299,480749,536433,1117,17730,149343,153433,636,15482,5252,5320,4910
13477,2021-07-09T00:00:00.000,27,WY,519885,34000,250280,235605,0,89828,105943,116822,524189,434019,433997,420183,146099,17699,205467,210620,233,6777,1398,692,4687,3635,637,347,2651,74991,88441,94418,147308,425480,232508,40.2,232484,47.4,224624,50.5,77182,77.8,206168,35.6,206163,42,200400,45,72002,72.6,16600,92669,96844,55,16599,92669,96840,55,16590,92653,91102,55,2738,37212,32028,24,3115,752,341,2022
13478,2021-07-09T00:00:00.000,27,VA,10477465,545400,4095160,5836905,0,122751,143390,156974,771022,9366356,9336212,8780150,2275403,335576,3573061,5455149,2570,216856,110406,80949,25501,119887,58833,44535,16519,109734,127771,131544,167444,9387779,5101099,59.8,5083209,69.6,4779292,71.6,1212632,89.2,4500277,52.7,4488700,61.4,4240896,63.5,1104752,81.3,330810,1661679,2507003,785,330728,1661516,2495671,785,329366,1656564,2254190,776,62086,527157,515045,464,88382,45720,32867,9795
13479,2021-07-09T00:00:00.000,27,DE,1293705,65800,531560,696345,0,132856,154048,167972,684841,1054223,1054038,999896,334240,45550,420830,587342,501,36404,11829,8607,15968,24040,6596,5133,12311,108263,125510,129824,176935,1030137,572914,58.8,572757,68.2,544392,70.7,176754,93.6,495651,50.9,495616,59,473431,61.5,157449,83.3,44765,187884,262776,226,44757,187880,262753,226,44730,187787,240688,226,8654,65017,83646,132,12199,5072,3414,3713
13480,2021-07-09T00:00:00.000,27,KY,4512955,266500,1985160,2261295,0,101014,118570,130251,601275,4047579,4046528,3886470,1192895,167971,1765913,2113151,544,95467,44004,27978,23485,54645,24052,15961,14632,90597,106315,112170,158933,4070341,2235087,50,2234753,58.7,2142656,61.8,647541,86.3,1973726,44.2,1973676,51.9,1904919,55,591626,78.8,164375,821190,987528,633,164355,821180,987509,632,164284,821031,918978,626,34232,270317,286699,378,40562,19692,11903,8967
13481,2021-07-09T00:00:00.000,27,GA,11260005,599200,4772600,5888205,0,106052,125277,138780,742277,8550255,8548423,8212952,2386929,224959,3618695,4705779,822,122708,71117,38836,12755,70249,39281,22031,8937,80530,95108,101225,157350,8558895,4674137,44,4672449,52,4463182,55,1234615,81.4,3942002,37.1,3941701,43.9,3812776,47,1081755,71.3,222063,1631334,2088122,483,221973,1631290,2087955,483,221767,1630827,1959729,453,27510,600281,453762,202,51833,31342,16524,3967
13482,2021-07-09T00:00:00.000,27,AZ,8212750,431000,3419300,4362450,0,112832,132334,145655,627582,6856821,6856009,6521320,2124480,243492,2911772,3694822,6735,126447,61007,41399,24041,77145,34449,24258,18438,94204,110473,115657,162343,6736509,3721733,51.1,3720990,60,3535813,62.7,1113682,85.1,3188969,43.8,3188644,51.4,3047294,54,963929,73.7,234739,1292213,1659793,2224,234510,1292194,1659716,2224,234398,1291806,1518881,2209,41071,477000,444578,1280,48824,26253,16888,5683
13483,2021-07-09T00:00:00.000,27,DD2,4397410,186300,1843300,2367810,0,0,0,0,0,4363232,4360630,4205050,351185,157411,1772981,2431726,1114,0,0,0,0,0,0,0,0,0,0,0,0,4363232,2471503,0,2469006,0,2377175,0,193574,0,1877396,0,1877276,0,1816524,0,140883,0,154490,715322,1007583,1,154473,715294,1007508,1,154385,715216,946922,1,6157,50504,84222,0,0,0,0,0
13484,2021-07-09T00:00:00.000,27,CA,49597135,2615800,20187840,26793495,0,125524,147408,161989,849540,43433368,43306679,40787489,9860302,1589753,17547031,24289283,7301,843119,392154,369402,81563,476367,216810,205061,54496,109924,128712,133216,168895,43432162,24639368,62.4,24561061,73,23139747,75.6,5492883,94.1,20086693,50.8,20038557,59.6,18936343,61.8,4431404,75.9,1575914,7762325,10746264,2190,1575610,7761917,10698844,2186,1568775,7737800,9627701,2067,159257,2269231,2002111,805,360602,171743,161563,27296
13485,2021-07-09T00:00:00.000,27,MS,2688315,164600,1193500,1330215,0,90329,106619,118035,552364,2039846,2039734,1992677,705702,60608,923618,1054641,979,53878,26183,12744,14951,31571,14359,7594,9618,68540,80896,87492,144999,2044428,1104169,37.1,1104067,43.8,1076050,47.2,375792,77.2,992381,33.3,992352,39.4,972716,42.7,349585,71.8,59613,433019,499697,52,59606,433011,499683,52,59560,432860,480245,51,14875,182475,152219,16,22199,11650,5095,5454
13486,2021-07-09T00:00:00.000,27,OH,12499485,655500,5248140,6595845,0,106933,124986,137190,610827,10806914,10806669,10337082,3356584,435656,4415286,5942368,13604,368737,170330,118444,79963,217354,94693,68795,53866,92453,108059,113456,164030,10681595,5683665,48.6,5683407,56.8,5432207,59.6,1717892,84,5302122,45.4,5302056,53,5088325,55.8,1642591,80.3,420282,2069498,2808191,4151,420265,2069488,2808152,4151,420112,2069169,2594950,4094,78564,751217,810673,2137,148364,73598,48425,26341
13487,2021-07-09T00:00:00.000,27,MA,9820840,444700,3930120,5446020,0,142486,163225,177281,839868,8935208,8906856,8375252,2072510,294586,3559898,5080513,211,321123,143610,132341,45172,180721,77227,71322,32172,129637,148034,151186,177239,8932116,4895610,71,4878915,81.1,4585171,82.8,1127609,96.4,4302687,62.4,4291279,71.3,4051575,73.1,1009969,86.4,295338,1645005,2362280,64,295331,1644997,2350887,64,294164,1639758,2117600,53,64712,460116,485121,20,138862,65544,60060,13258
13488,2021-07-10T00:00:00.000,27,BP2,205990,10600,86220,109170,0,0,0,0,0,196318,196317,196317,6384,8609,80894,106815,0,0,0,0,0,0,0,0,0,0,0,0,0,196318,106519,0,106518,0,106518,0,3342,0,97314,0,97314,0,97314,0,3115,0,8561,38323,50430,0,8561,38323,50430,0,8561,38323,50430,0,113,1517,1485,0,0,0,0,0
13489,2021-07-10T00:00:00.000,27,CA,49668485,2615800,20198440,26854245,0,125704,147620,162222,850762,43507479,43380738,40846861,9870225,1594062,17566326,24339737,7354,843127,392162,369402,81563,476375,216818,205061,54496,110111,128932,133410,169065,43506652,24679946,62.5,24601597,73.1,23173374,75.7,5499793,94.2,20124209,50.9,20076060,59.7,18966048,61.9,4434758,76,1580219,7771046,10770741,2203,1579913,7770636,10723312,2199,1573076,7746503,9644389,2080,159737,2270553,2003658,810,360608,171749,161563,27296
13490,2021-07-10T00:00:00.000,27,ID,1705650,100100,714460,891090,0,95444,114059,127395,586799,1341140,1341115,1340593,456920,52722,574730,712684,1004,26931,8500,4899,13532,15689,4737,2894,8058,75047,89682,100129,157195,1345566,715023,40,714990,47.8,713911,53.3,235420,81,653630,36.6,653611,43.7,652978,48.8,222853,76.7,52531,266714,334065,320,52522,266711,334058,320,52512,266699,333448,319,9380,103664,109675,134,11059,3653,1951,5455
13491,2021-07-10T00:00:00.000,27,RP,24600,3800,20800,0,0,137376,160868,176382,810811,25416,25416,25416,3113,2113,23302,1,0,0,0,0,0,0,0,0,0,141933,166205,182233,102604,25637,14462,80.8,14462,94.6,14461,99.9,1706,56.2,13284,74.2,13284,86.9,13284,95.2,1664,54.8,2115,11142,27,0,2115,11142,27,0,2115,11142,27,0,211,1444,9,0,0,0,0,0
13492,2021-07-10T00:00:00.000,27,NJ,11720885,606300,4795820,6318765,0,131959,153850,168801,794348,10013126,10012463,9447098,2410328,378724,4042193,5592180,29,265397,129337,109437,26623,155124,74258,63193,17673,112733,131425,136055,163353,10315843,5663676,63.8,5663017,74.3,5347141,77,1326312,89.9,4997066,56.3,4996931,65.6,4742712,68.3,1211880,82.1,384030,1912086,2700884,66,383981,1912060,2700824,66,383821,1911695,2447139,57,78925,569208,563720,27,111202,55500,46227,9475
13493,2021-07-10T00:00:00.000,27,TN,6431980,367800,2679640,3384540,0,94184,110220,120922,562534,5530977,5530330,5355394,1786108,171769,2244857,3100700,13651,108631,56581,30895,21155,66431,34015,19089,13327,80990,94769,100682,156211,5422498,2926141,42.8,2925593,50.1,2826040,53.1,911122,79.7,2589941,37.9,2589806,44.4,2517318,47.3,834575,73,165996,1013783,1406109,4053,165959,1013766,1406028,4053,165832,1013449,1334005,4032,28644,420845,382668,2418,42222,22599,11678,7945
13494,2021-07-10T00:00:00.000,27,LA,4116480,238100,1818940,2059440,0,88549,104923,115594,555514,3439895,3439695,3351373,1163321,128293,1555441,1754956,1205,118123,42682,23898,51543,74564,23359,14018,37187,73995,87673,94109,156989,3371414,1818912,39.1,1818739,46.4,1768141,49.7,591059,79.8,1660099,35.7,1660038,42.3,1623117,45.6,564731,76.2,121989,722026,815501,583,121969,722010,815476,583,121885,721740,778913,579,19106,268469,277027,129,42755,18856,9600,14299
13495,2021-07-10T00:00:00.000,27,ME,1874270,103100,805020,966150,0,139433,158175,171108,657028,1633699,1633601,1548661,508097,106492,688682,838075,450,38157,17099,15317,5741,22635,9575,9654,3406,121536,137864,141382,178114,1645168,901386,67.1,901292,76.1,856281,78.2,271363,95.1,838767,62.4,838739,70.8,799573,73,258767,90.7,104941,331260,402453,113,104924,331256,402446,113,104891,331208,363370,104,21654,118637,118438,38,15482,7502,5644,2336
13496,2021-07-10T00:00:00.000,27,WV,1917265,110200,870600,936465,0,106981,123072,133833,522400,1478219,1477318,1413974,534294,37347,678519,762003,350,26005,4,2,25999,13419,4,1,13414,82483,94831,98701,145580,1475078,817861,45.6,817257,52.5,780549,54.5,284937,77.6,693240,38.7,692957,44.5,666906,46.6,256613,69.9,38310,308236,346480,214,38297,308152,346294,214,38258,307948,320500,200,6174,131294,119049,96,12405,4,1,12400
13497,2021-07-10T00:00:00.000,27,NC,11826560,646500,4878020,6302040,0,112762,131618,144449,675381,9408302,9394586,8967559,2809340,350729,3737670,5319465,438,227935,112462,73167,42306,136345,63603,42836,29906,89705,104553,109529,160433,9316330,5171819,49.3,5163205,57.5,4920797,60.1,1461972,83.5,4456039,42.5,4450939,49.5,4270445,52.2,1338691,76.4,344119,1691463,2420412,45,344098,1691371,2415425,45,342885,1688845,2238670,45,40496,646830,651337,28,90509,47841,29599,13069
13498,2021-07-10T00:00:00.000,27,SD,972075,59400,436980,475695,0,109881,131699,145617,640066,829025,829000,794661,261910,26498,360912,441602,13,12573,7709,2105,2759,7350,4583,1388,1379,93711,112315,119040,172456,833243,452059,51.1,452032,61.2,431707,64.7,139092,91.6,406710,46,406699,55.1,392827,58.8,130662,86,26637,173152,206905,16,26636,173150,206897,16,26624,173107,193080,16,3787,67335,59531,9,5274,3121,733,1420
13499,2021-07-10T00:00:00.000,27,LTC,66214225,2474700,19370920,44368605,0,0,0,0,0,7899099,0,0,0,24541,2003011,5864330,7217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13500,2021-07-10T00:00:00.000,27,CO,7100165,340300,2916340,3843525,0,123294,143843,157809,842838,6291681,6272005,5908666,1421136,225517,2610701,3452078,3385,130107,54906,42985,32216,78009,31783,25731,20495,109255,127065,131327,168698,6269496,3379369,58.7,3367716,68.2,3169014,70.4,739430,87.8,3043908,52.9,3036014,61.5,2871447,63.8,672836,79.9,221961,1221449,1599438,1060,221940,1221437,1591577,1060,220876,1217925,1431608,1038,20379,332826,319286,345,51677,22718,17064,11895
13501,2021-07-10T00:00:00.000,27,NM,2396705,138500,1043580,1214625,0,114301,134087,147854,634711,2417679,2417451,2279950,656863,84061,1059414,1270364,3840,39776,11906,12160,15710,23991,6414,6648,10929,115302,135247,140652,173955,2442556,1335438,63.7,1335228,74.7,1254882,77.4,355528,94.2,1165333,55.6,1165269,65.2,1102259,68,321397,85.1,82643,481728,599824,1138,82632,481711,599788,1138,82519,481400,537206,1134,17771,149464,153520,642,15512,5252,5320,4940
13502,2021-07-10T00:00:00.000,27,DE,1297395,65800,532100,699495,0,133235,154487,168451,686794,1056467,1056282,1001666,334495,45687,421709,588548,523,36404,11829,8607,15968,24040,6596,5133,12311,108493,125777,130054,177070,1032329,573920,58.9,573763,68.3,545217,70.8,176867,93.6,496904,51,496869,59.2,474438,61.6,157599,83.4,44889,188390,263391,234,44881,188386,263368,234,44854,188292,241058,234,8670,65106,83686,137,12199,5072,3414,3713
13503,2021-07-10T00:00:00.000,27,MN,6588240,349300,2632220,3606720,0,116820,137884,151926,715816,5944447,5925165,5586560,1583622,264175,2323108,3356540,624,176671,73564,70384,32723,107683,43382,41567,22734,105405,124007,128827,172061,5975297,3244644,57.5,3233603,67.7,3054460,70.4,844233,91.7,2967470,52.6,2959472,61.9,2800779,64.6,794679,86.3,265352,1100156,1601753,209,265334,1100144,1593785,209,264864,1098130,1437585,200,45138,336029,413462,50,68446,29864,28567,10015
13504,2021-07-10T00:00:00.000,27,NH,1861060,116700,746980,997380,0,136872,155273,168504,733093,1558796,1558200,1475012,433879,58477,648749,851549,21,47851,22132,19454,6265,25892,11305,10404,4183,114642,130005,133551,170910,1593407,861564,63.4,861138,71.8,817224,74,239915,94.5,777226,57.2,777029,64.8,741095,67.1,220525,86.9,59481,314987,402730,28,59465,314888,402648,28,59440,314745,366882,28,13303,94410,112795,17,21821,10712,8954,2155
13505,2021-07-10T00:00:00.000,27,TX,32252315,1894600,12992560,17365155,0,111231,133821,149343,863694,26195987,26190822,24759331,5967625,1032898,10654077,14508133,879,471500,219472,157179,94849,269772,121792,89223,58757,90344,108671,114647,159809,25488181,14215759,49,14211495,59,13411148,62.1,3133154,83.9,12205276,42.1,12202836,50.6,11522084,53.4,2793788,74.8,1007627,4786224,6410740,685,1007425,4785267,6409458,685,951225,4518314,6051898,647,230646,1095567,1467418,157,198715,95726,66705,36284
13506,2021-07-10T00:00:00.000,27,VI,80630,900,23900,55830,0,77025,90195,98892,454586,79651,79579,77303,24102,1028,24390,54233,0,100,0,0,100,97,0,0,97,76090,89020,94812,135885,77022,41984,40.1,41930,46.9,40639,49.8,12862,72.5,35870,34.3,35849,40.1,34912,42.8,11492,64.8,1012,11054,23801,3,1010,11048,23788,3,1008,11039,22862,3,345,4618,6526,3,3,0,0,3
13507,2021-07-10T00:00:00.000,27,US,386985420,21435300,159491640,206058480,0,116563,136481,149843,707513,333565404,333216453,316797324,91066173,12791315,135643064,184861169,269856,7899099,3678952,2708674,1511473,4659990,2064973,1558598,1036419,100473,117518,122666,166493,333565404,183836917,55.4,183613619,64.8,174355412,67.5,48495778,88.7,158954417,47.9,158826105,56,151637694,58.7,43183434,79,12626645,61927212,84326004,74556,12624022,61923598,84203963,74521,12547319,61591322,77425295,73758,2038250,20627933,20484738,32513,3198526,1584699,1129367,484460
13508,2021-07-10T00:00:00.000,27,AK,840265,59300,360680,420285,0,114862,138002,152343,917440,681805,679850,643564,142064,26698,286010,368922,175,6647,2080,1364,3203,4287,1383,942,1962,93201,111656,116680,155112,676934,368156,50.3,366946,60.3,346588,62.8,75291,82.2,325118,44.4,324372,53.3,308350,55.9,70802,77.3,24778,132356,167944,40,24776,132353,167203,40,24657,131994,151662,37,2468,39942,28371,21,2320,676,412,1232
13509,2021-07-10T00:00:00.000,27,OK,4058650,222300,1780420,2055930,0,102570,122056,135075,639025,3317721,3317532,3197102,1008307,98579,1471659,1747401,82,65070,31212,16122,17736,39129,17980,10838,10311,83845,99769,106402,158756,3264266,1800063,45.5,1799898,54.1,1730922,57.6,536599,84.5,1544385,39,1544336,46.4,1494412,49.7,477505,75.2,97094,661431,785818,42,97085,661416,785793,42,97037,661235,736101,39,16685,245222,215585,13,25575,13008,5122,7445
13510,2021-07-10T00:00:00.000,27,KS,3122795,173500,1369240,1580055,0,107190,127373,141107,656757,2521185,2521061,2419503,785741,84562,1102872,1333014,737,90058,45978,28046,16034,50690,24656,16804,9230,86540,102829,109328,165250,2626673,1450126,49.8,1450005,59.1,1386617,62.7,438049,92.1,1240084,42.6,1240061,50.6,1195170,54,378345,79.6,84268,519530,636017,269,84261,519523,636008,269,84197,519330,591382,261,14742,184266,179196,141,38967,20974,11131,6862
13511,2021-07-10T00:00:00.000,27,WY,519885,34000,250280,235605,0,89828,105943,116822,524189,434799,434777,420832,146207,17817,205740,211009,233,6777,1398,692,4687,3635,637,347,2651,75126,88600,94564,147417,426279,233010,40.3,232986,47.5,225051,50.6,77254,77.9,206571,35.7,206566,42.1,200744,45.1,72075,72.7,16720,92796,97000,55,16719,92796,96996,55,16710,92780,91199,55,2770,37236,32045,24,3115,752,341,2022
13512,2021-07-10T00:00:00.000,27,MO,6200115,311400,2541660,3347055,0,101021,118420,130068,583795,5197572,5197244,4988928,1644013,173816,1973562,3049729,465,158710,85646,49916,23148,93034,48315,29105,15614,84686,99265,104659,154798,5102457,2808446,45.8,2808117,53.6,2691459,56.5,858562,80.8,2434775,39.7,2434729,46.5,2350179,49.3,779365,73.4,174360,903365,1356952,98,174345,903355,1356931,98,174207,903122,1272760,90,33044,357045,389233,43,65375,36965,20653,7757
13513,2021-07-10T00:00:00.000,27,MD,8580840,440400,3360360,4780080,0,141933,166202,182145,894400,6990202,6989853,6556502,1665123,268485,2702624,4011703,7390,194934,94065,74556,26313,115511,52412,43321,19778,115623,135387,139175,173560,7030655,3793956,62.8,3793530,73.5,3558101,75.5,885334,92.3,3451899,57.1,3451750,66.9,3256361,69.1,834720,87,260732,1281828,1907213,2126,260705,1281796,1907123,2126,260599,1281525,1712165,2072,49738,398724,385620,638,78315,41076,30516,6723
13514,2021-07-10T00:00:00.000,27,MI,11707700,651800,4915260,6140640,0,117231,136215,149277,663175,9547108,9546756,9091816,2843879,330439,3907681,5307598,1390,293740,140754,86345,66641,180169,81540,51256,47373,95597,111073,115924,161090,9750189,5188103,51.9,5187781,60.4,4939294,63,1501633,85.1,4772417,47.8,4772332,55.5,4565202,58.2,1427944,80.9,335886,1881149,2554654,728,335873,1881129,2554603,727,335690,1880631,2348167,714,61870,716791,648813,470,113216,58628,34553,20035
13515,2021-07-10T00:00:00.000,27,VA2,6245680,522400,2988600,2734680,0,0,0,0,0,5378290,5378133,5376634,2850439,175074,2783054,2420158,4,0,0,0,0,0,0,0,0,0,0,0,0,5378290,2843157,0,2843064,0,2842145,0,1481595,0,2704776,0,2704705,0,2704109,0,1427169,0,174469,1351960,1178346,1,174462,1351939,1178303,1,174442,1351911,1177755,1,60054,788318,578796,1,0,0,0,0
13516,2021-07-10T00:00:00.000,27,IH2,1759915,74700,923200,762015,0,84497,0,0,0,1457638,1457143,1370232,276550,26132,775175,656331,0,0,0,0,0,0,0,0,0,69984,0,0,0,1457638,808076,38.8,807745,0,757793,0,150079,0,667538,32,667392,0,630497,0,126124,0,25932,344017,297589,0,25918,343945,297529,0,25893,343760,260844,0,2689,72005,51430,0,0,0,0,0
13517,2021-07-10T00:00:00.000,27,NE,2113750,108100,838920,1166730,0,109271,130687,144943,676491,1881281,1881003,1789299,546597,69099,746076,1062549,3557,59797,26715,23158,9924,36870,16463,15087,5320,97254,116297,122695,174935,1890561,1008017,52.1,1007798,62.3,956727,65.6,275947,88.3,931751,48.2,931688,57.6,890852,61.1,265322,84.9,69295,356633,504778,1045,69280,356613,504751,1044,69246,356506,464085,1015,5521,130291,128824,686,22857,10203,8034,4620
13518,2021-07-10T00:00:00.000,27,GU,215770,19500,74200,122070,0,130164,152421,167116,768220,194238,194222,178627,29270,4876,70931,118431,0,1,0,0,1,1,0,0,1,117175,137199,138348,104212,194453,104231,62.9,104220,73.6,95610,74.1,15217,54.2,93618,56.5,93613,66.1,86655,67.1,14187,50.5,4832,33205,55581,0,4832,33204,55577,0,4831,33196,48628,0,328,6050,7809,0,0,0,0,0
13519,2021-07-10T00:00:00.000,27,IA,3506895,188700,1460040,1858155,0,111151,131036,144422,634211,3069436,3069404,2929183,959557,128446,1296760,1644102,128,138672,62048,45842,30782,87467,35533,28545,23389,97286,114689,120630,173533,3065556,1636162,51.9,1636097,61.1,1560435,64.3,490468,88.7,1534863,48.6,1534840,57.3,1471545,60.6,474877,85.9,125931,629456,779383,93,125929,629449,779369,93,125870,629324,716258,93,11684,251984,211149,60,50497,26062,16941,7494
13520,2021-07-10T00:00:00.000,27,KY,4530165,266500,1987520,2276145,0,101399,119022,130748,603568,4055035,4053981,3892396,1193796,168538,1768631,2117316,550,95480,44007,27984,23489,54656,24054,15966,14636,90764,106511,112341,159053,4077771,2238997,50.1,2238661,58.8,2145801,61.9,647958,86.3,1977640,44.3,1977588,52,1908077,55.1,592135,78.9,164909,822591,989497,643,164888,822581,989477,642,164817,822430,920194,636,34299,270604,286850,382,40568,19693,11904,8971
13521,2021-07-10T00:00:00.000,27,GA,11322705,599200,4803800,5919705,0,106643,125974,139553,746411,8550988,8549156,8213543,2386973,225123,3618935,4706108,822,122708,71117,38836,12755,70249,39281,22031,8937,80537,95116,101233,157353,8560175,4674935,44,4673247,52,4463793,55,1234683,81.4,3942675,37.1,3942374,43.9,3813410,47,1081825,71.3,222261,1631566,2088363,485,222171,1631522,2088196,485,221965,1631059,1959931,455,27518,600318,453786,203,51833,31342,16524,3967
13522,2021-07-10T00:00:00.000,27,MA,9829100,444700,3932980,5451420,0,142606,163362,177430,840574,8945400,8917047,8383063,2073238,295180,3562631,5087378,211,321135,143614,132348,45173,180730,77230,71327,32173,129784,148204,151327,177301,8942424,4900571,71.1,4883875,81.2,4589111,82.8,1127969,96.5,4308593,62.5,4297185,71.4,4056104,73.2,1010413,86.4,295932,1646535,2366062,64,295925,1646527,2354669,64,294758,1641288,2120005,53,64778,460280,485335,20,138873,65548,60066,13259
13523,2021-07-10T00:00:00.000,27,OH,12518485,655500,5250040,6612945,0,107095,125176,137398,611756,10819638,10819393,10347425,3358554,436625,4418940,5950373,13700,368853,170399,118490,79964,217419,94734,68818,53867,92562,108186,113570,164127,10694209,5689138,48.7,5688880,56.9,5436833,59.7,1718665,84,5309302,45.4,5309236,53.1,5094028,55.9,1643540,80.3,421173,2071454,2812498,4177,421156,2071444,2812459,4177,421003,2071124,2597783,4118,78696,751619,811079,2146,148416,73626,48448,26342
13524,2021-07-10T00:00:00.000,27,AZ,8243660,431000,3422760,4389900,0,113257,132832,146204,629944,6870625,6869810,6532219,2126372,244549,2916740,3702458,6878,126447,61007,41399,24041,77145,34449,24258,18438,94393,110695,115851,162488,6749988,3728161,51.2,3727416,60.1,3540902,62.8,1114403,85.2,3196388,43.9,3196063,51.5,3053212,54.1,964939,73.7,235693,1294709,1663720,2266,235464,1294690,1663643,2266,235352,1294301,1521309,2250,41232,477483,444922,1302,48824,26253,16888,5683
13525,2021-07-10T00:00:00.000,27,IN,6777740,427500,2698160,3652080,0,100676,118803,131244,624249,5887413,5887097,5631510,1813265,219063,2305147,3345107,18096,142561,91295,37067,14199,80781,49989,21374,9418,87451,103191,109048,167007,5854124,3078524,45.7,3078241,54,2940133,56.9,902665,83.1,2895106,43,2895001,50.7,2782832,53.9,879153,81,214907,1093624,1580662,5913,214891,1093612,1580585,5913,214759,1093407,1468780,5886,25425,436300,414362,3066,61574,41037,15591,4946
13526,2021-07-10T00:00:00.000,27,MH,51300,10800,40500,0,0,87823,102839,112755,518339,33729,33702,33646,1965,990,32739,0,0,0,0,0,0,0,0,0,0,57742,67561,73952,19855,33786,18584,31.8,18565,37.2,18523,40.7,1088,11,16088,27.5,16080,32.2,16059,35.3,923,9.3,989,15088,11,0,989,15080,11,0,987,15063,9,0,46,877,0,0,0,0,0,0
13527,2021-07-10T00:00:00.000,27,HI,1956710,81700,773440,1101570,0,138198,161563,175332,728897,1694930,1690375,1603281,485063,37302,592745,971119,93764,24812,11051,12487,1274,13392,5739,6768,885,119709,139572,143663,180692,1706298,996016,70.3,992223,81.9,936131,83.9,269822,99.9,743689,52.5,742195,61.3,710369,63.7,225481,84,37789,258346,429470,18084,37755,258299,428068,18073,37641,257768,396893,18067,8334,94652,121085,1410,9637,4496,4752,389
13528,2021-07-10T00:00:00.000,27,FM,78800,10200,68600,0,0,76030,89030,97614,448722,51997,51984,51960,4304,5562,46435,0,0,151,0,151,0,89,0,89,0,50169,58733,64366,24509,52365,31076,30,31064,35.1,31034,38.4,2535,14.4,26440,25.5,26433,29.9,26423,32.7,2289,13,5535,20854,51,0,5529,20853,51,0,5522,20850,51,0,508,1776,5,0,62,0,62,0
13529,2021-07-10T00:00:00.000,27,MT,1121325,69600,499800,551925,0,104917,122202,133461,543180,951045,950911,914020,323424,38927,425939,485529,650,21390,10569,7191,3630,12528,6073,4250,2205,88984,103630,108787,156670,950481,515208,48.2,515107,56.1,494513,58.9,170856,82.8,464357,43.4,464325,50.6,448412,53.4,159600,77.3,37843,199727,226560,227,37838,199711,226549,227,37820,199645,210720,227,7998,77162,74314,126,8789,4453,2911,1425
13530,2021-07-10T00:00:00.000,27,PA,15853755,1060700,6746020,8047035,0,123838,143065,155928,662405,14103639,14099539,13456293,4366098,546907,5835351,7720915,466,432912,220482,193392,19038,240000,119784,106877,13339,110168,127235,132348,182425,14136339,8140109,63.6,8137158,73.4,7755988,76.3,2439442,99.9,6473765,50.6,6472576,58.4,6214206,61.1,1971648,82.4,550067,2547391,3375953,354,550026,2547266,3374930,354,549751,2545790,3118330,335,75924,933757,961797,170,192047,99843,85830,6374
13531,2021-07-10T00:00:00.000,27,AS,54030,600,15600,37830,0,97021,113611,124565,572594,48178,48172,44757,4964,434,11875,35869,0,0,0,0,0,0,0,0,0,86513,101293,103186,52607,48436,26735,48,26731,56.2,24499,56.5,2652,28.1,21997,39.5,21995,46.2,20817,48,2406,25.5,441,5422,16134,0,441,5421,16133,0,440,5409,14968,0,18,973,1415,0,0,0,0,0
13532,2021-07-10T00:00:00.000,27,AL,4884130,281300,2239340,2363490,0,99611,116653,128028,574714,3414916,3414598,3331471,1202876,114561,1581214,1719137,4,89703,47683,32293,9727,54544,28247,20240,6057,69647,81555,87328,141542,3513398,1988956,40.6,1988633,47.5,1936157,50.8,674100,79.3,1629745,33.2,1629709,38.9,1597475,41.9,583150,68.6,117249,724942,787423,131,117243,724932,787403,131,117191,724695,755458,131,31108,308210,243750,82,35572,19699,12155,3718
