,date,mmwr_week,location,distributed,distributed_janssen,distributed_moderna,distributed_pfizer,distributed_unk_manuf,dist_per_100k,distributed_per_100k_12plus,distributed_per_100k_18plus,distributed_per_100k_65plus,administered,administered_12plus,administered_18plus,administered_65plus,administered_janssen,administered_moderna,administered_pfizer,administered_unk_manuf,administered_fed_ltc,administered_fed_ltc_residents,administered_fed_ltc_staff,administered_fed_ltc_unk,administered_fed_ltc_dose1,administered_fed_ltc_dose1_1,administered_fed_ltc_dose1_2,administered_fed_ltc_dose1_3,admin_per_100k,admin_per_100k_12plus,admin_per_100k_18plus,admin_per_100k_65plus,recip_administered,administered_dose1_recip,administered_dose1_pop_pct,administered_dose1_recip_1,administered_dose1_recip_2,administered_dose1_recip_3,administered_dose1_recip_4,administered_dose1_recip_5,administered_dose1_recip_6,series_complete_yes,series_complete_pop_pct,series_complete_12plus,series_complete_12pluspop,series_complete_18plus,series_complete_18pluspop,series_complete_65plus,series_complete_65pluspop,series_complete_janssen,series_complete_moderna,series_complete_pfizer,series_complete_unk_manuf,series_complete_janssen_12plus,series_complete_moderna_12plus,series_complete_pfizer_12plus,series_complete_unk_manuf_1,series_complete_janssen_18plus,series_complete_moderna_18plus,series_complete_pfizer_18plus,series_complete_unk_manuf_2,series_complete_janssen_65plus,series_complete_moderna_65plus,series_complete_pfizer_65plus,series_complete_unk_manuf_3,series_complete_fedltc,series_complete_fedltc_1,series_complete_fedltc_staff,series_complete_fedltc_unknown
13129,2021-07-04T00:00:00.000,27,IH2,1757465,74700,923000,752115,7650,84379,0,0,0,1451071,1450588,1366221,276215,25945,773689,651437,0,0,0,0,0,0,0,0,0,69669,0,0,0,1451071,804997,38.6,804671,0,755779,0,149895,0,663885,31.9,663746,0,628333,0,125963,0,25749,343238,294898,0,25735,343168,294843,0,25710,342983,259640,0,2678,71930,51355,0,0,0,0,0
13130,2021-07-04T00:00:00.000,27,WA,9413055,495000,3818220,5099835,0,123614,144796,158154,778117,8656011,8655210,8177091,2116489,354057,3451711,4844882,5361,164938,71646,53344,39948,99848,42062,32396,25390,113672,133138,137388,174956,8650354,4704129,61.8,4703384,72.3,4439641,74.6,1105494,91.4,4199079,55.1,4198884,64.6,3989470,67,1037800,85.8,351133,1617840,2228460,1646,351115,1617793,2228330,1646,350928,1617277,2019641,1624,52770,475431,508634,965,64219,28984,20529,14706
13131,2021-07-04T00:00:00.000,27,AK,831665,59300,358380,413985,0,113686,136590,150784,908050,672104,670182,635057,141379,26155,282812,362962,175,6642,2078,1361,3203,4287,1383,942,1962,91875,110069,115138,154364,667372,364309,49.8,363110,59.6,343224,62.2,74983,81.9,320501,43.8,319779,52.5,304419,55.2,70529,77,24260,130879,165322,40,24258,130877,164604,40,24139,130518,149725,37,2414,39849,28245,21,2315,674,409,1232
13132,2021-07-04T00:00:00.000,27,MO,6141435,311400,2528880,3301155,0,100065,117299,128837,578269,5159692,5159368,4957875,1639911,171828,1961767,3025643,454,158626,85608,49875,23143,92981,48288,29084,15609,84069,98542,104008,154412,5064348,2785042,45.4,2784716,53.2,2671765,56,855928,80.6,2418193,39.4,2418148,46.2,2336676,49,777449,73.2,172328,898449,1347322,94,172313,898440,1347301,94,172176,898212,1266201,87,32702,356239,388466,42,65331,36949,20630,7752
13133,2021-07-04T00:00:00.000,27,NH,1829390,116700,742760,969930,0,134543,152631,165637,720618,1546443,1545854,1465544,432946,57072,646509,842841,21,47842,22132,19454,6256,25883,11305,10404,4174,113733,128975,132694,170542,1581989,855378,62.9,854959,71.3,812355,73.6,239436,94.3,770851,56.7,770661,64.3,736092,66.6,219999,86.7,58300,313975,398549,27,58291,313876,398467,27,58266,313734,364065,27,13168,94301,112513,17,21812,10712,8954,2146
13134,2021-07-04T00:00:00.000,27,NV,3087570,184300,1243040,1660230,0,100241,117765,129321,622529,2804838,2804799,2694131,769031,125621,1098526,1580678,13,73762,16635,14274,42853,49875,9121,7959,32795,91062,106980,112842,155055,2773218,1546054,50.2,1545970,59,1480334,62,407428,82.1,1305533,42.4,1305500,49.8,1262817,52.9,363417,73.3,123533,500940,681047,13,123531,500937,681019,13,123496,500862,638446,13,21108,173156,169146,7,23830,7387,6252,10191
13135,2021-07-04T00:00:00.000,27,OH,12416095,655500,5208400,6552195,0,106219,124152,136275,606752,10757303,10757061,10296984,3350195,433016,4400724,5910166,13397,368541,170217,118365,79959,217258,94640,68756,53862,92028,107563,113016,163718,10631677,5663486,48.5,5663230,56.6,5415572,59.4,1715462,83.8,5271717,45.1,5271652,52.7,5063841,55.6,1639026,80.1,417730,2060333,2789565,4089,417713,2060324,2789526,4089,417564,2060010,2582229,4038,78228,749641,809043,2114,148261,73539,48385,26337
13136,2021-07-04T00:00:00.000,27,WI,6126845,318700,2622820,3185325,0,105228,122542,134483,602299,5975642,5975291,5700740,1833185,238330,2460200,3276458,654,182352,85958,59610,36784,115870,50721,36164,28985,102631,119511,125130,180211,5932972,3143505,54,3143069,62.9,2991563,65.7,918155,90.3,2927120,50.3,2926980,58.5,2807204,61.6,887152,87.2,230553,1155598,1540677,292,230537,1155585,1540566,292,230413,1155344,1421162,285,24508,431501,431020,123,65836,34733,23244,7859
13137,2021-07-04T00:00:00.000,27,KS,3089115,173500,1361660,1553955,0,106034,125999,139585,649674,2505242,2505118,2407321,783934,83514,1098101,1322899,728,90037,45978,28044,16015,50669,24656,16802,9211,85993,102179,108778,164870,2610783,1441727,49.5,1441606,58.8,1380094,62.4,437178,91.9,1231798,42.3,1231775,50.2,1188790,53.7,377411,79.4,83279,517048,631205,266,83272,517041,631196,266,83211,516854,588467,258,14600,183773,178897,141,38948,20974,11131,6843
13138,2021-07-04T00:00:00.000,27,ME,1857970,103100,801320,953550,0,138220,156799,169620,651314,1623236,1623139,1540283,506894,105628,685738,831452,418,38150,17095,15314,5741,22630,9572,9652,3406,120757,136981,140618,177692,1634886,896809,66.7,896716,75.7,852459,77.8,270861,95,832389,61.9,832361,70.2,794454,72.5,258102,90.5,104037,329565,398679,108,104020,329561,398672,108,103987,329513,360853,101,21536,118353,118176,37,15476,7498,5642,2336
13139,2021-07-04T00:00:00.000,27,MN,6535450,349300,2620380,3565770,0,115884,136780,150709,710080,5910386,5891153,5560914,1580471,262342,2314952,3332514,578,176632,73548,70378,32706,107662,43379,41566,22717,104801,123295,128236,171719,5941820,3229905,57.3,3218890,67.4,3042810,70.2,842808,91.6,2947355,52.3,2939376,61.5,2785902,64.2,793023,86.2,263610,1095332,1588225,188,263592,1095320,1580276,188,263123,1093313,1429287,179,44947,335406,412626,44,68411,29851,28562,9998
13140,2021-07-04T00:00:00.000,27,PA,15692205,1060700,6686620,7944885,0,122576,141607,154339,655655,13973249,13969217,13349942,4346865,539855,5792086,7640851,457,432680,220412,193342,18926,239834,119742,106857,13235,109149,126059,131302,181622,14007200,8077161,63.1,8074260,72.9,7703495,75.8,2430560,99.9,6402226,50,6401051,57.8,6155769,60.5,1961166,81.9,543099,2523393,3335392,342,543059,2523269,3334381,342,542788,2521848,3090809,324,74965,928880,957153,168,191865,99801,85792,6272
13141,2021-07-04T00:00:00.000,27,AL,4845190,281300,2227400,2336490,0,98817,115723,127008,570132,3382042,3381729,3303937,1199038,112878,1568981,1700179,4,89534,47593,32214,9727,54433,28194,20182,6057,68976,80770,86607,141090,3479177,1969971,40.2,1969652,47,1919868,50.3,671950,79.1,1612913,32.9,1612878,38.5,1583377,41.5,581033,68.4,115533,719523,777732,125,115527,719514,777712,125,115476,719281,748495,125,30833,307229,242892,79,35512,19660,12134,3718
13142,2021-07-04T00:00:00.000,27,IN,6704100,427500,2683920,3592680,0,99582,117512,129818,617467,5845292,5844986,5598777,1809461,216905,2295059,3315844,17484,142519,91281,37061,14177,80741,49976,21369,9396,86826,102453,108414,166656,5812255,3060621,45.5,3060343,53.6,2925902,56.7,901190,83,2870804,42.6,2870704,50.3,2764121,53.5,877205,80.8,212849,1087860,1564361,5734,212833,1087848,1564289,5734,212701,1087649,1458059,5712,25207,435533,413451,3014,61550,41036,15590,4924
13143,2021-07-04T00:00:00.000,27,UT,3229880,172400,1379700,1677780,0,100746,124597,141987,882790,2857286,2856756,2680041,606769,123845,1162913,1570528,0,55359,20621,19017,15721,33251,12404,11351,9496,89124,110203,117816,165842,2832894,1566656,48.9,1566257,60.4,1463897,64.4,320894,87.7,1201418,37.5,1201274,46.3,1129278,49.6,224955,61.5,119549,457094,624773,2,119520,457075,624677,2,119286,456860,553130,2,13293,98833,112829,0,21852,8070,7604,6178
13144,2021-07-04T00:00:00.000,27,VI,78810,900,23700,54210,0,75287,88159,96660,444325,78569,78497,76377,23941,986,24146,53437,0,100,0,0,100,97,0,0,97,75056,87809,93676,134978,75933,41393,39.5,41339,46.2,40118,49.2,12770,72,35335,33.8,35314,39.5,34463,42.3,11403,64.3,973,10916,23444,2,971,10910,23431,2,969,10901,22591,2,337,4579,6485,2,3,0,0,3
13145,2021-07-04T00:00:00.000,27,LTC,64697985,2474700,19066080,43157205,0,0,0,0,0,7894817,0,0,0,23355,2001806,5862439,7217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13146,2021-07-04T00:00:00.000,27,WV,1899525,110200,863660,925665,0,105992,121933,132595,517566,1426326,1425432,1366936,527229,34583,657135,734295,313,25976,4,2,25970,13390,4,1,13385,79588,91501,95418,143655,1424635,786635,43.9,786032,50.5,751743,52.5,280448,76.4,671388,37.5,671111,43.1,647358,45.2,253786,69.1,35630,300388,335167,203,35617,300306,334985,203,35580,300104,311485,189,5790,130057,117848,91,12376,4,1,12371
13147,2021-07-04T00:00:00.000,27,DE,1282095,65800,525800,690495,0,131664,152665,166464,678695,1048039,1047854,994972,333635,45169,418932,583468,470,36369,11816,8600,15953,24005,6583,5126,12296,107628,124773,129185,176614,1024107,570150,58.6,569993,67.9,542066,70.4,176480,93.4,492133,50.5,492098,58.6,470639,61.1,157101,83.2,44407,186787,260722,217,44399,186783,260699,217,44372,186692,239358,217,8623,64867,83483,128,12184,5072,3414,3698
13148,2021-07-04T00:00:00.000,27,PR,4214930,190000,1816360,2208570,0,131977,147981,160816,776333,3760644,3759481,3533319,1020868,105345,1623652,2031317,330,74372,11438,10936,51998,53127,7926,7449,37752,117752,131991,134810,188030,3787455,2089282,65.4,2088311,73.3,1957887,74.7,550550,99.9,1796214,56.2,1795980,63.1,1697510,64.8,491554,90.5,105099,744097,946987,31,105058,744056,946835,31,104964,743820,848696,30,18559,250786,222206,3,21206,3497,3482,14227
13149,2021-07-04T00:00:00.000,27,NE,2095470,108100,834140,1153230,0,108326,129557,143689,670641,1869002,1868729,1780342,545477,68486,743065,1053942,3509,59760,26709,23127,9924,36860,16462,15078,5320,96619,115539,122081,174576,1878159,1002580,51.8,1002364,62,952617,65.3,275533,88.2,924745,47.8,924684,57.2,885844,60.7,264756,84.7,68767,354977,499973,1028,68752,354957,499948,1027,68718,354855,461271,1000,5460,130058,128558,680,22830,10198,8012,4620
13150,2021-07-04T00:00:00.000,27,NY,24021915,1253900,9903280,12864735,0,123483,143216,155731,728788,21991612,21989920,20988223,5384928,957285,8782415,12246257,5655,433139,208022,151686,73431,258743,117558,87640,53545,113047,131101,136064,163370,21923883,11762987,60.5,11761717,70.1,11205423,72.6,2832481,85.9,10624762,54.6,10624255,63.3,10176960,66,2613975,79.3,906110,4076869,5640480,1303,906008,4076727,5640231,1289,905604,4075597,5194497,1262,158075,1256564,1198714,622,172117,88610,62719,20788
13151,2021-07-04T00:00:00.000,27,MP,72330,2600,20200,49530,0,127158,148901,163258,750467,56052,56052,51847,5291,428,7920,47704,0,1,0,0,1,1,0,0,1,98541,115390,117026,54897,56099,29718,52.2,29718,61.2,27176,61.3,2733,28.4,26787,47.1,26787,55.1,25121,56.7,2624,27.2,434,3798,22555,0,434,3798,22555,0,434,3798,20889,0,65,432,2127,0,0,0,0,0
13152,2021-07-04T00:00:00.000,27,TN,6335510,367800,2660120,3307590,0,92771,108567,119108,554097,5486785,5486149,5317987,1779396,170052,2231114,3072855,12764,108604,56571,30882,21151,66411,34008,19080,13323,80343,94012,99979,155624,5379097,2906580,42.6,2906039,49.8,2809597,52.8,908843,79.5,2567513,37.6,2567378,44,2498413,47,831688,72.7,164397,1006901,1392411,3804,164360,1006884,1392330,3804,164235,1006570,1323818,3790,28434,419606,381352,2296,42209,22594,11674,7941
13153,2021-07-04T00:00:00.000,27,NC,11717590,646500,4854100,6216990,0,111723,130405,143118,669158,9337039,9323398,8911324,2803634,347047,3717238,5272316,438,227882,112456,73153,42273,136295,63597,42825,29873,89025,103760,108842,160108,9245571,5135353,49,5126775,57.1,4891084,59.7,1459000,83.3,4418255,42.1,4413194,49.1,4240717,51.8,1335474,76.3,340462,1681364,2396385,44,340441,1681272,2391437,44,339243,1678760,2222670,44,40123,645408,649915,28,90465,47839,29590,13036
13154,2021-07-04T00:00:00.000,27,AZ,8141580,431000,3397180,4313400,0,111855,131188,144393,622144,6814338,6813534,6488590,2120515,241418,2899040,3667398,6482,126412,61005,41386,24021,77120,34447,24255,18418,93620,109788,115077,162040,6694279,3701295,50.9,3700558,59.6,3519826,62.4,1112015,85,3166283,43.5,3165960,51,3029773,53.7,961841,73.5,232715,1285248,1646183,2137,232486,1285229,1646108,2137,232374,1284848,1510428,2123,40861,476022,443722,1236,48792,26251,16878,5663
13155,2021-07-04T00:00:00.000,27,FM,78800,10200,68600,0,0,76030,89030,97614,448722,50909,50897,50876,4243,5020,45889,0,0,151,0,151,0,89,0,89,0,49120,57505,63023,24161,51261,30314,29.2,30303,34.2,30276,37.5,2491,14.2,25572,24.7,25566,28.9,25559,31.7,2240,12.8,4999,20524,49,0,4994,20523,49,0,4990,20520,49,0,476,1759,5,0,62,0,62,0
13156,2021-07-04T00:00:00.000,27,GU,215770,19500,74200,122070,0,130164,152421,167116,768220,191501,191487,176679,29139,4615,70488,116398,0,1,0,0,1,1,0,0,1,115524,135267,136840,103746,191705,103014,62.1,103004,72.8,94664,73.3,15154,54,91852,55.4,91848,64.9,85405,66.1,14106,50.2,4571,32951,54330,0,4571,32950,54327,0,4570,32942,47893,0,313,6028,7765,0,0,0,0,0
13157,2021-07-04T00:00:00.000,27,NJ,11580045,606300,4767480,6206265,0,130374,152002,166773,784803,9924787,9924136,9376438,2402980,374295,4017462,5533001,29,264969,129144,109299,26526,154827,74142,63109,17576,111738,130266,135037,162855,10225607,5619381,63.3,5618730,73.8,5311000,76.5,1322643,89.6,4947353,55.7,4947225,64.9,4702753,67.7,1207597,81.8,379437,1897759,2670095,62,379388,1897735,2670040,62,379230,1897387,2426083,53,78381,567497,561692,27,110942,55393,46171,9378
13158,2021-07-04T00:00:00.000,27,MH,51300,10800,40500,0,0,87823,102839,112755,518339,33729,33702,33646,1965,990,32739,0,0,0,0,0,0,0,0,0,0,57742,67561,73952,19855,33786,18584,31.8,18565,37.2,18523,40.7,1088,11,16088,27.5,16080,32.2,16059,35.3,923,9.3,989,15088,11,0,989,15080,11,0,987,15063,9,0,46,877,0,0,0,0,0,0
13159,2021-07-04T00:00:00.000,27,BP2,204080,10600,85660,106470,1350,0,0,0,0,195110,195109,195109,6358,8460,80378,106272,0,0,0,0,0,0,0,0,0,0,0,0,0,195110,105983,0,105982,0,105982,0,3332,0,96515,0,96515,0,96515,0,3095,0,8413,37952,50150,0,8413,37952,50150,0,8413,37952,50150,0,108,1510,1477,0,0,0,0,0
13160,2021-07-04T00:00:00.000,27,ID,1673910,100100,711520,862290,0,93668,111937,125025,575880,1332000,1331975,1331480,455275,51741,572158,707172,929,26931,8500,4899,13532,15689,4737,2894,8058,74536,89071,99448,156630,1336295,711023,39.8,710990,47.5,709948,53,234858,80.8,648866,36.3,648847,43.4,648255,48.4,222241,76.5,51573,265479,331522,292,51564,265476,331515,292,51554,265464,330946,291,9300,103416,109398,127,11059,3653,1951,5455
13161,2021-07-04T00:00:00.000,27,IA,3464195,188700,1452440,1823055,0,109798,129441,142663,626489,3052262,3052231,2915898,958051,126984,1292581,1632569,128,138652,62048,45832,30772,87450,35533,28538,23379,96741,114047,120083,173261,3048503,1628185,51.6,1628120,60.8,1554014,64,489748,88.6,1524436,48.3,1524414,57,1463417,60.3,473981,85.7,124492,626954,772900,90,124490,626948,772886,90,124431,626825,712071,90,11538,251623,210761,59,50480,26062,16934,7484
13162,2021-07-04T00:00:00.000,27,DD2,4396060,186300,1842400,2366910,450,0,0,0,0,4289104,4286512,4135708,340957,155314,1747778,2384923,1089,0,0,0,0,0,0,0,0,0,0,0,0,4289104,2445298,0,2442808,0,2353127,0,190655,0,1847327,0,1847209,0,1789034,0,138864,0,152393,705351,989582,1,152376,705325,989507,1,152291,705248,931494,1,6121,50014,82729,0,0,0,0,0
13163,2021-07-05T00:00:00.000,27,NH,1829390,116700,742760,969930,0,134543,152631,165637,720618,1546796,1546207,1465807,432973,57077,646537,843161,21,47842,22132,19454,6256,25883,11305,10404,4174,113759,129004,132717,170553,1582336,855575,62.9,855156,71.3,812504,73.6,239449,94.3,770997,56.7,770807,64.3,736216,66.7,220013,86.7,58304,313993,398673,27,58295,313894,398591,27,58270,313752,364167,27,13168,94304,112524,17,21812,10712,8954,2146
13164,2021-07-05T00:00:00.000,27,LA,4074550,238100,1808060,2028390,0,87647,103855,114416,549855,3404244,3404047,3321392,1159612,125934,1543825,1733295,1190,118038,42649,23846,51543,74502,23332,13983,37187,73229,86764,93267,156488,3336070,1800336,38.7,1800165,45.9,1752354,49.2,589340,79.5,1641423,35.3,1641364,41.8,1607219,45.1,562687,75.9,119745,715772,805329,577,119726,715757,805304,577,119645,715493,771508,573,18943,267438,276178,128,42732,18850,9583,14299
13165,2021-07-05T00:00:00.000,27,AR,2852450,178900,1291780,1381770,0,94521,111544,123075,544483,2260286,2255413,2178248,743252,78286,1049920,1131450,630,29206,8045,3963,17198,17623,4232,2135,11256,74898,88197,93985,141874,2266840,1280750,42.4,1277199,49.9,1231341,53.1,407110,77.7,1042682,34.6,1041303,40.7,1009657,43.6,344744,65.8,76447,474727,491347,161,76335,474723,490085,160,76006,473762,459739,150,11909,199491,133251,93,11576,3746,1815,6015
13166,2021-07-05T00:00:00.000,27,OH,12416095,655500,5208400,6552195,0,106219,124152,136275,606752,10766699,10766457,10304542,3351087,433348,4403384,5916563,13404,368541,170217,118365,79959,217258,94640,68756,53862,92109,107657,113099,163762,10641022,5666846,48.5,5666590,56.7,5418347,59.5,1715796,83.8,5277936,45.2,5277871,52.8,5068828,55.6,1639611,80.1,418058,2062253,2793534,4091,418041,2062244,2793495,4091,417892,2061929,2584968,4039,78272,749861,809364,2114,148261,73539,48385,26337
13167,2021-07-05T00:00:00.000,27,VA2,6245680,522400,2988600,2734680,0,0,0,0,0,5368333,5368177,5366777,2847481,172667,2779223,2416439,4,0,0,0,0,0,0,0,0,0,0,0,0,5368333,2837844,0,2837752,0,2836869,0,1479991,0,2697840,0,2697769,0,2697237,0,1425055,0,172089,1349584,1176166,1,172082,1349563,1176123,1,172063,1349536,1175637,1,59246,787604,578204,1,0,0,0,0
13168,2021-07-05T00:00:00.000,27,MO,6141435,311400,2528880,3301155,0,100065,117299,128837,578269,5163421,5163097,4960928,1640147,171881,1962601,3028485,454,158626,85608,49875,23143,92981,48288,29084,15609,84130,98613,104072,154434,5068119,2787415,45.4,2787089,53.2,2673712,56.1,856079,80.6,2419649,39.4,2419604,46.2,2337891,49,777549,73.2,172402,898790,1348363,94,172387,898781,1348342,94,172250,898553,1267001,87,32705,356276,388526,42,65331,36949,20630,7752
13169,2021-07-05T00:00:00.000,27,NM,2372575,138500,1039700,1194375,0,113151,132737,146366,628320,2403326,2403102,2269356,655178,83327,1054337,1261937,3725,39746,11906,12160,15680,23961,6414,6648,10899,114617,134444,139998,173508,2428054,1328750,63.4,1328544,74.3,1249637,77.1,354748,93.9,1157230,55.2,1157167,64.7,1096448,67.6,320483,84.9,81916,479181,595029,1104,81905,479164,594994,1104,81792,478857,534698,1101,17646,149049,153161,627,15482,5252,5320,4910
13170,2021-07-05T00:00:00.000,27,GA,11223555,599200,4772600,5851755,0,105709,124871,138331,739874,8517996,8516178,8186908,2384372,223677,3608168,4685334,817,122675,71103,38834,12738,70223,39274,22029,8920,80227,94749,100904,157182,8525260,4655041,43.8,4653363,51.8,4447561,54.8,1233071,81.3,3926756,37,3926459,43.7,3800443,46.8,1080670,71.2,220748,1627483,2078044,481,220658,1627439,2077881,481,220452,1626978,1952562,451,27387,599876,453204,203,51809,31335,16524,3950
13171,2021-07-05T00:00:00.000,27,IA,3464195,188700,1452440,1823055,0,109798,129441,142663,626489,3055057,3055026,2918045,958241,127168,1293166,1634595,128,138652,62048,45832,30772,87450,35533,28538,23379,96830,114152,120172,173295,3051296,1629579,51.6,1629514,60.9,1555114,64,489855,88.6,1526011,48.4,1525989,57,1464645,60.3,474100,85.7,124675,627305,773940,91,124673,627299,773926,91,124614,627176,712764,91,11553,251663,210824,60,50480,26062,16934,7484
13172,2021-07-05T00:00:00.000,27,PR,4214930,190000,1816360,2208570,0,131977,147981,160816,776333,3766057,3764891,3537616,1021470,105563,1625445,2034718,331,74374,11438,10938,51998,53128,7926,7450,37752,117922,132181,134974,188141,3792994,2091759,65.5,2090786,73.4,1959947,74.8,550896,99.9,1799472,56.3,1799237,63.2,1700052,64.9,491853,90.6,105311,745314,948816,31,105270,745273,948663,31,105175,745036,849811,30,18594,250941,222315,3,21208,3497,3484,14227
13173,2021-07-05T00:00:00.000,27,NY,24021915,1253900,9903280,12864735,0,123483,143216,155731,728788,22012039,22010347,21004488,5386307,958637,8787191,12260556,5655,433140,208022,151687,73431,258744,117558,87641,53545,113152,131223,136169,163412,21944701,11773857,60.5,11772587,70.2,11214355,72.7,2833207,86,10635968,54.7,10635461,63.4,10185928,66,2614739,79.3,907458,4079704,5647503,1303,907356,4079562,5647254,1289,906951,4078431,5199284,1262,158150,1256870,1199097,622,172117,88610,62719,20788
13174,2021-07-05T00:00:00.000,27,SC,5309865,313300,2308100,2688465,0,103130,120133,131513,566674,4228180,4220382,4084324,1492863,149653,1710580,2366861,1086,107054,55903,33507,17644,62941,31229,19319,12393,82121,95484,101159,159320,4210369,2298497,44.6,2293610,51.9,2215083,54.9,795353,84.9,2013204,39.1,2010364,45.5,1951566,48.3,714959,76.3,146909,769345,1096728,222,146867,769261,1094014,222,146360,767551,1037433,222,24758,305205,384844,152,43866,24139,13929,5798
13175,2021-07-05T00:00:00.000,27,CT,4731555,250000,1925300,2556255,0,132712,152339,166730,750750,4440769,4439160,4167599,1158407,175752,1712789,2551685,543,133205,63825,51711,17669,74384,34448,28022,11914,124556,142925,146858,183803,4439823,2405108,67.5,2403868,77.4,2256491,79.5,599999,95.2,2182531,61.2,2182088,70.3,2062647,72.7,562017,89.2,175438,812597,1194326,170,175364,812394,1194160,170,175297,812237,1074974,139,18010,222216,321752,39,58372,28975,23413,5984
13176,2021-07-05T00:00:00.000,27,LTC,64697985,2474700,19066080,43157205,0,0,0,0,0,7894851,0,0,0,23363,2001817,5862454,7217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13177,2021-07-05T00:00:00.000,27,KS,3089115,173500,1361660,1553955,0,106034,125999,139585,649674,2507249,2507125,2408871,784086,83612,1098626,1324283,728,90037,45978,28044,16015,50669,24656,16802,9211,86062,102261,108848,164902,2612802,1442839,49.5,1442718,58.8,1380950,62.4,437266,92,1232783,42.3,1232760,50.3,1189571,53.8,377486,79.4,83372,517333,631811,267,83365,517326,631802,267,83304,517139,588869,259,14618,183802,178925,141,38948,20974,11131,6843
13178,2021-07-05T00:00:00.000,27,OK,4026790,222300,1773760,2030730,0,101764,121098,134015,634008,3295144,3294961,3179568,1006137,97591,1465167,1732311,75,65068,31212,16120,17736,39128,17980,10837,10311,83274,99090,105819,158414,3242037,1787952,45.2,1787790,53.8,1721225,57.3,535319,84.3,1533380,38.8,1533334,46.1,1485964,49.5,476473,75,96118,658393,778831,38,96109,658378,778809,38,96062,658201,731666,35,16532,244741,215188,12,25574,13008,5121,7445
13179,2021-07-05T00:00:00.000,27,MN,6535450,349300,2620380,3565770,0,115884,136780,150709,710080,5914692,5895434,5564163,1580684,262508,2316008,3335597,579,176638,73553,70379,32706,107663,43380,41566,22717,104877,123385,128311,171742,5946028,3231755,57.3,3220725,67.4,3044282,70.2,842909,91.6,2949849,52.3,2941862,61.6,2787736,64.3,793136,86.2,263767,1095956,1589938,188,263749,1095944,1581981,188,263280,1093935,1430342,179,44963,335446,412683,44,68416,29855,28563,9998
13180,2021-07-05T00:00:00.000,27,NV,3087570,184300,1243040,1660230,0,100241,117765,129321,622529,2810688,2810649,2698881,769453,125886,1099972,1584816,14,73763,16635,14275,42853,49876,9121,7960,32795,91251,107203,113041,155140,2778885,1549700,50.3,1549616,59.1,1483329,62.1,407713,82.2,1307741,42.5,1307708,49.9,1264611,53,363572,73.3,123791,501527,682410,13,123789,501524,682382,13,123754,501449,639395,13,21131,173205,169229,7,23830,7387,6252,10191
13181,2021-07-05T00:00:00.000,27,NC,11717590,646500,4854100,6216990,0,111723,130405,143118,669158,9348495,9334845,8920509,2804441,347544,3720714,5279799,438,227882,112456,73153,42273,136295,63597,42825,29873,89134,103888,108955,160154,9256861,5141656,49,5133070,57.1,4896338,59.8,1459429,83.3,4423730,42.2,4418668,49.2,4245028,51.8,1335896,76.3,340963,1682828,2399895,44,340942,1682736,2394946,44,339744,1680224,2225016,44,40174,645605,650089,28,90465,47839,29590,13036
13182,2021-07-05T00:00:00.000,27,NE,2095470,108100,834140,1153230,0,108326,129557,143689,670641,1876150,1875876,1785555,546166,68786,744795,1059031,3538,59760,26709,23127,9924,36860,16462,15078,5320,96988,115980,122438,174797,1885207,1005704,52,1005487,62.2,954963,65.5,275779,88.3,928691,48,928630,57.4,888651,60.9,265085,84.8,69049,355906,502699,1037,69034,355886,502674,1036,69000,355781,462861,1009,5494,130195,128712,684,22830,10198,8012,4620
13183,2021-07-05T00:00:00.000,27,BP2,204080,10600,85660,106470,1350,0,0,0,0,195652,195651,195651,6371,8531,80538,106583,0,0,0,0,0,0,0,0,0,0,0,0,0,195652,106306,0,106305,0,106305,0,3339,0,96792,0,96792,0,96792,0,3102,0,8483,38019,50290,0,8483,38019,50290,0,8483,38019,50290,0,110,1511,1481,0,0,0,0,0
13184,2021-07-05T00:00:00.000,27,VT,923760,52800,400620,470340,0,148041,167667,181135,738778,856282,856165,806517,253407,39096,361009,455537,640,21743,10175,7247,4321,12938,5803,4291,2844,137227,155398,158146,202662,839394,463257,74.2,463127,84.1,436058,85.5,127178,99.9,412152,66.1,412123,74.8,389225,76.3,117712,94.1,37748,162464,211719,221,37737,162455,211710,221,37708,162432,188870,215,1905,58773,56898,136,8622,4269,2903,1450
13185,2021-07-05T00:00:00.000,27,TX,31925105,1894600,12921400,17109105,0,110102,132463,147828,854932,25962446,25957327,24582051,5950910,1014690,10588033,14358847,876,471189,219304,157048,94837,269599,121696,89158,58745,89538,107702,113826,159361,25258115,14092647,48.6,14088420,58.5,13327417,61.7,3134205,83.9,12083166,41.7,12080750,50.1,11427358,52.9,2797253,74.9,989960,4749126,6343398,682,989762,4748176,6342129,682,936230,4491369,5999113,645,229176,1099423,1468497,158,198553,95649,66632,36272
