month,unemployment_rate,COUNTYFP,cases_avg_per_100k,deaths_avg_per_100k,party
2021-06,3.1,1001,193.59000000000006,5.389999999999999,REPUBLICAN
2021-05,2.3,1001,342.2099999999999,5.409999999999998,REPUBLICAN
2021-04,2.4,1001,576.83,14.369999999999996,REPUBLICAN
2021-03,2.9,1001,593.9200000000001,20.57,REPUBLICAN
2021-02,3.1,1001,1180.83,39.900000000000006,REPUBLICAN
2021-01,3.3,1001,2612.9900000000007,36.069999999999986,REPUBLICAN
2020-12,2.9,1001,2431.45,12.179999999999996,REPUBLICAN
2020-11,3.1,1001,1096.6999999999998,20.639999999999997,REPUBLICAN
2020-10,3.4,1001,608.6300000000001,12.179999999999996,REPUBLICAN
2020-09,5.5,1001,696.6399999999998,4.659999999999998,REPUBLICAN
2020-08,5.8,1001,804.6700000000001,3.629999999999999,REPUBLICAN
2020-07,6.3,1001,847.9399999999999,16.9,REPUBLICAN
2020-06,6.5,1001,536.46,14.879999999999994,REPUBLICAN
2020-05,6.4,1001,307.03000000000003,4.439999999999998,REPUBLICAN
2020-04,10.9,1001,64.41000000000001,7.559999999999997,REPUBLICAN
2020-03,2.5,1001,10.72,0.0,REPUBLICAN
2020-02,2.6,1001,,,REPUBLICAN
2020-01,2.9,1001,,,REPUBLICAN
2021-07,2.7,1003,1113.0,5.849999999999999,REPUBLICAN
2021-06,3.0,1003,159.73999999999998,1.5200000000000007,REPUBLICAN
2021-05,2.4,1003,246.54000000000005,2.4799999999999995,REPUBLICAN
2021-04,2.5,1003,194.87999999999994,2.3,REPUBLICAN
2021-03,3.0,1003,345.99,12.280000000000006,REPUBLICAN
2021-02,3.3,1003,848.38,30.42,REPUBLICAN
2021-01,3.5,1003,2104.17,29.28,REPUBLICAN
2020-12,3.1,1003,1974.5599999999993,26.31000000000001,REPUBLICAN
2020-11,3.4,1003,836.2699999999998,11.86,REPUBLICAN
2020-10,3.9,1003,521.4200000000002,8.650000000000004,REPUBLICAN
2020-09,5.9,1003,502.44,5.289999999999998,REPUBLICAN
2020-08,6.4,1003,678.03,8.51,REPUBLICAN
2020-07,7.1,1003,1030.51,4.409999999999998,REPUBLICAN
2020-06,7.3,1003,125.33000000000001,0.24,REPUBLICAN
2020-05,7.6,1003,53.349999999999994,3.14,REPUBLICAN
2020-04,14.5,1003,68.61,1.3500000000000005,REPUBLICAN
2020-03,2.5,1003,4.83,0.0,REPUBLICAN
2020-02,2.5,1003,,,REPUBLICAN
2020-01,3.0,1003,,,REPUBLICAN
2021-07,6.3,1005,487.29999999999995,4.06,REPUBLICAN
2021-06,6.6,1005,71.49000000000005,5.8,REPUBLICAN
2021-05,4.6,1005,136.73,14.600000000000001,REPUBLICAN
2021-04,4.8,1005,296.88000000000005,7.54,REPUBLICAN
2021-03,5.6,1005,508.4800000000001,14.5,REPUBLICAN
2021-02,6.2,1005,803.14,44.00999999999996,REPUBLICAN
2021-01,6.7,1005,1887.6699999999998,31.289999999999992,REPUBLICAN
2020-12,5.7,1005,1088.51,88.01999999999997,REPUBLICAN
2020-11,6.0,1005,509.3,5.22,REPUBLICAN
2020-10,6.9,1005,662.49,8.12,REPUBLICAN
2020-09,10.1,1005,554.4,0.0,REPUBLICAN
2020-08,9.9,1005,684.0300000000001,11.02,REPUBLICAN
2020-07,9.8,1005,1064.2,13.34,REPUBLICAN
2020-06,9.1,1005,708.8999999999997,0.0,REPUBLICAN
2020-05,7.2,1005,413.78000000000003,2.9,REPUBLICAN
2020-04,9.3,1005,142.38000000000002,1.16,REPUBLICAN
2020-03,3.4,1005,,,REPUBLICAN
2020-02,3.3,1005,,,REPUBLICAN
2020-01,3.7,1005,,,REPUBLICAN
2021-07,3.4,1007,715.1599999999999,4.48,REPUBLICAN
2021-06,3.8,1007,111.78999999999999,0.0,REPUBLICAN
2021-05,3.1,1007,236.60000000000002,7.039999999999999,REPUBLICAN
2021-04,3.0,1007,257.5,19.790000000000003,REPUBLICAN
2021-03,3.4,1007,437.8499999999999,2.56,REPUBLICAN
2021-02,3.6,1007,782.7100000000003,38.95,REPUBLICAN
2021-01,4.1,1007,2212.3399999999997,38.29,REPUBLICAN
2020-12,3.8,1007,2672.8900000000003,123.35000000000002,REPUBLICAN
2020-11,4.1,1007,1426.38,15.120000000000005,REPUBLICAN
2020-10,4.5,1007,864.3799999999999,25.550000000000008,REPUBLICAN
2020-09,7.0,1007,543.5199999999999,15.990000000000007,REPUBLICAN
2020-08,7.9,1007,890.5300000000001,20.46,REPUBLICAN
2020-07,8.3,1007,811.45,4.48,REPUBLICAN
2020-06,8.6,1007,392.94,0.0,REPUBLICAN
2020-05,8.9,1007,140.45000000000002,4.48,REPUBLICAN
2020-04,17.1,1007,200.16,0.0,REPUBLICAN
2020-03,2.9,1007,3.19,0.0,REPUBLICAN
2020-02,2.9,1007,,,REPUBLICAN
2020-01,3.2,1007,,,REPUBLICAN
2021-07,2.2,1009,501.7600000000001,0.0,REPUBLICAN
2021-06,2.5,1009,191.23000000000002,0.0,REPUBLICAN
2021-05,1.9,1009,349.97999999999996,8.120000000000001,REPUBLICAN
2021-04,2.2,1009,279.43,9.280000000000001,REPUBLICAN
2021-03,2.4,1009,544.6000000000001,9.420000000000002,REPUBLICAN
2021-02,2.2,1009,852.0499999999998,51.88000000000002,REPUBLICAN
2021-01,2.4,1009,1880.0300000000002,62.50000000000001,REPUBLICAN
2020-12,2.2,1009,2788.1600000000008,34.86,REPUBLICAN
2020-11,2.4,1009,1569.48,24.739999999999988,REPUBLICAN
2020-10,2.6,1009,653.6800000000001,17.299999999999997,REPUBLICAN
2020-09,4.3,1009,666.8,11.41,REPUBLICAN
2020-08,4.7,1009,933.8000000000001,11.360000000000001,REPUBLICAN
2020-07,5.3,1009,866.35,1.47,REPUBLICAN
2020-06,5.7,1009,226.79000000000002,0.0,REPUBLICAN
2020-05,5.3,1009,38.77999999999999,1.75,REPUBLICAN
2020-04,9.1,1009,51.419999999999995,0.0,REPUBLICAN
2020-03,2.5,1009,7.19,0.0,REPUBLICAN
2020-02,2.4,1009,,,REPUBLICAN
2020-01,2.9,1009,,,REPUBLICAN
2021-07,3.7,1011,121.6,0.0,DEMOCRAT
2021-06,3.9,1011,161.94,0.0,DEMOCRAT
2021-05,3.3,1011,76.93,19.74,DEMOCRAT
2021-04,3.5,1011,236.91000000000003,8.459999999999999,DEMOCRAT
2021-03,4.0,1011,347.65,42.400000000000006,DEMOCRAT
2021-02,4.4,1011,1180.12,59.33999999999999,DEMOCRAT
2021-01,4.7,1011,2523.09,84.86999999999998,DEMOCRAT
2020-12,4.2,1011,1352.5500000000002,12.7,DEMOCRAT
2020-11,4.4,1011,444.1099999999999,19.8,DEMOCRAT
2020-10,5.0,1011,454.21999999999997,41.439999999999976,DEMOCRAT
2020-09,7.0,1011,610.9899999999999,1.41,DEMOCRAT
2020-08,7.4,1011,1204.2800000000002,19.810000000000002,DEMOCRAT
2020-07,7.4,1011,748.6199999999999,20.22,DEMOCRAT
2020-06,6.6,1011,1744.9899999999996,73.96,DEMOCRAT
2020-05,5.6,1011,1678.75,35.33,DEMOCRAT
2020-04,8.2,1011,108.17999999999995,0.0,DEMOCRAT
2020-03,3.1,1011,22.620000000000005,0.0,DEMOCRAT
2020-02,3.1,1011,,,DEMOCRAT
2020-01,4.0,1011,,,DEMOCRAT
2021-07,5.5,1013,642.02,5.109999999999999,REPUBLICAN
2021-06,5.5,1013,201.80000000000004,1.46,REPUBLICAN
2021-05,4.4,1013,270.49,8.780000000000001,REPUBLICAN
2021-04,4.4,1013,316.73,15.370000000000005,REPUBLICAN
2021-03,5.3,1013,661.2199999999999,4.390000000000001,REPUBLICAN
2021-02,6.3,1013,874.8599999999999,26.439999999999998,REPUBLICAN
2021-01,6.6,1013,1617.2299999999996,77.07000000000002,REPUBLICAN
2020-12,5.9,1013,1770.5,19.050000000000004,REPUBLICAN
2020-11,6.1,1013,737.2600000000001,2.92,REPUBLICAN
2020-10,7.1,1013,586.12,7.300000000000001,REPUBLICAN
2020-09,10.5,1013,371.8600000000002,11.690000000000003,REPUBLICAN
2020-08,11.0,1013,616.47,6.57,REPUBLICAN
2020-07,11.9,1013,747.77,44.739999999999995,REPUBLICAN
2020-06,11.2,1013,1064.3999999999996,63.84999999999996,REPUBLICAN
2020-05,10.8,1013,1812.1500000000005,71.22,REPUBLICAN
2020-04,20.0,1013,212.42999999999995,3.65,REPUBLICAN
2020-03,3.7,1013,5.109999999999999,0.0,REPUBLICAN
2020-02,4.0,1013,,,REPUBLICAN
2020-01,4.1,1013,,,REPUBLICAN
2021-07,4.2,1015,425.05,2.1999999999999993,REPUBLICAN
2021-06,4.5,1015,124.13000000000004,5.569999999999999,REPUBLICAN
2021-05,3.4,1015,155.58999999999995,10.200000000000001,REPUBLICAN
2021-04,3.5,1015,198.39999999999998,7.959999999999999,REPUBLICAN
2021-03,4.1,1015,912.1599999999999,18.27,REPUBLICAN
2021-02,4.2,1015,1189.9500000000005,49.68999999999999,REPUBLICAN
2021-01,4.5,1015,2193.18,67.03000000000002,REPUBLICAN
2020-12,4.0,1015,2695.6699999999996,28.790000000000003,REPUBLICAN
2020-11,4.4,1015,1348.6600000000005,49.3,REPUBLICAN
2020-10,5.0,1015,1078.78,16.62,REPUBLICAN
2020-09,7.7,1015,941.5000000000001,10.890000000000002,REPUBLICAN
2020-08,8.3,1015,1069.9999999999998,22.26,REPUBLICAN
2020-07,8.8,1015,876.1099999999999,1.54,REPUBLICAN
2020-06,9.1,1015,82.60000000000001,1.8199999999999994,REPUBLICAN
2020-05,9.3,1015,54.92,0.0,REPUBLICAN
2020-04,17.7,1015,77.58999999999999,2.6599999999999997,REPUBLICAN
2020-03,3.2,1015,3.9199999999999995,0.0,REPUBLICAN
2020-02,3.3,1015,,,REPUBLICAN
2020-01,3.7,1015,,,REPUBLICAN
2021-07,3.6,1017,480.71,6.02,REPUBLICAN
2021-06,4.0,1017,228.89000000000013,6.159999999999998,REPUBLICAN
2021-05,3.2,1017,377.14,5.59,REPUBLICAN
2021-04,3.1,1017,168.44,18.06,REPUBLICAN
2021-03,3.7,1017,243.71999999999994,35.309999999999995,REPUBLICAN
2021-02,4.2,1017,771.5600000000001,92.84000000000002,REPUBLICAN
2021-01,4.7,1017,2669.45,40.41999999999999,REPUBLICAN
2020-12,3.9,1017,1491.96,35.68999999999999,REPUBLICAN
2020-11,4.3,1017,1163.77,10.319999999999999,REPUBLICAN
2020-10,4.9,1017,619.6600000000001,12.470000000000002,REPUBLICAN
2020-09,7.4,1017,493.6900000000001,7.309999999999999,REPUBLICAN
2020-08,7.9,1017,526.23,5.59,REPUBLICAN
2020-07,8.8,1017,814.0699999999999,32.24999999999999,REPUBLICAN
2020-06,9.9,1017,654.72,12.02,REPUBLICAN
2020-05,10.3,1017,207.25999999999993,19.839999999999993,REPUBLICAN
2020-04,15.7,1017,801.59,59.189999999999976,REPUBLICAN
2020-03,2.8,1017,66.17,3.87,REPUBLICAN
2020-02,2.7,1017,,,REPUBLICAN
2020-01,3.1,1017,,,REPUBLICAN
2021-07,2.5,1019,328.32,11.480000000000004,REPUBLICAN
2021-06,2.9,1019,54.38000000000001,0.0,REPUBLICAN
2021-05,2.2,1019,140.75,0.0,REPUBLICAN
2021-04,2.1,1019,116.67999999999995,7.699999999999998,REPUBLICAN
2021-03,2.5,1019,161.94999999999996,20.230000000000004,REPUBLICAN
2021-02,2.5,1019,320.0199999999999,14.810000000000008,REPUBLICAN
2021-01,2.8,1019,1160.4100000000003,51.93999999999998,REPUBLICAN
2020-12,2.5,1019,1403.1599999999999,0.0,REPUBLICAN
2020-11,2.6,1019,980.51,37.120000000000005,REPUBLICAN
2020-10,2.8,1019,570.25,4.949999999999999,REPUBLICAN
2020-09,4.4,1019,824.0,17.560000000000002,REPUBLICAN
2020-08,4.7,1019,653.3299999999999,13.149999999999999,REPUBLICAN
2020-07,5.3,1019,588.98,3.8499999999999996,REPUBLICAN
2020-06,6.1,1019,127.07000000000004,17.560000000000006,REPUBLICAN
2020-05,6.5,1019,79.65000000000002,9.280000000000001,REPUBLICAN
2020-04,12.5,1019,52.779999999999994,0.0,REPUBLICAN
2020-03,2.6,1019,5.47,0.0,REPUBLICAN
2020-02,2.7,1019,,,REPUBLICAN
2020-01,3.2,1019,,,REPUBLICAN
2021-07,2.8,1021,481.0199999999999,2.24,REPUBLICAN
2021-06,3.1,1021,121.20999999999997,2.24,REPUBLICAN
2021-05,2.4,1021,394.48,8.959999999999999,REPUBLICAN
2021-04,2.4,1021,394.84000000000003,4.48,REPUBLICAN
2021-03,2.8,1021,403.21000000000004,26.340000000000007,REPUBLICAN
2021-02,2.9,1021,732.2000000000003,43.050000000000004,REPUBLICAN
2021-01,3.2,1021,1466.8699999999997,54.349999999999994,REPUBLICAN
2020-12,2.7,1021,1435.3799999999999,39.06,REPUBLICAN
2020-11,2.9,1021,703.1900000000002,15.610000000000007,REPUBLICAN
2020-10,3.3,1021,730.5899999999999,4.8,REPUBLICAN
2020-09,5.4,1021,1060.4699999999998,41.27,REPUBLICAN
2020-08,5.9,1021,1040.5,16.380000000000003,REPUBLICAN
2020-07,6.5,1021,1009.6800000000001,6.08,REPUBLICAN
2020-06,6.7,1021,234.06,4.4799999999999995,REPUBLICAN
2020-05,7.3,1021,104.53999999999999,0.0,REPUBLICAN
2020-04,11.6,1021,99.69,2.24,REPUBLICAN
2020-03,2.4,1021,15.440000000000001,0.0,REPUBLICAN
2020-02,2.4,1021,,,REPUBLICAN
2020-01,2.8,1021,,,REPUBLICAN
2021-07,4.2,1023,157.33,0.0,REPUBLICAN
2021-06,4.5,1023,79.41999999999999,0.0,REPUBLICAN
2021-05,3.6,1023,97.86999999999998,7.909999999999999,REPUBLICAN
2021-04,3.6,1023,155.82,0.0,REPUBLICAN
2021-03,4.3,1023,298.59999999999985,7.909999999999999,REPUBLICAN
2021-02,4.6,1023,170.17000000000004,0.0,REPUBLICAN
2021-01,4.9,1023,331.16999999999996,15.889999999999999,REPUBLICAN
2020-12,4.3,1023,518.58,71.42999999999999,REPUBLICAN
2020-11,4.3,1023,224.69000000000003,7.909999999999999,REPUBLICAN
2020-10,4.6,1023,349.53000000000003,0.0,REPUBLICAN
2020-09,7.6,1023,252.01,0.0,REPUBLICAN
2020-08,7.9,1023,474.91,0.0,REPUBLICAN
2020-07,8.7,1023,615.0200000000001,0.0,REPUBLICAN
2020-06,9.4,1023,323.4,38.510000000000005,REPUBLICAN
2020-05,7.6,1023,903.3000000000001,56.68999999999999,REPUBLICAN
2020-04,11.0,1023,266.65000000000003,0.0,REPUBLICAN
2020-03,4.6,1023,10.19,0.0,REPUBLICAN
2020-02,4.7,1023,,,REPUBLICAN
2020-01,5.2,1023,,,REPUBLICAN
2021-07,6.0,1025,607.24,6.599999999999999,REPUBLICAN
2021-06,6.3,1025,84.31,0.0,REPUBLICAN
2021-05,5.0,1025,86.02,4.2,REPUBLICAN
2021-04,5.0,1025,247.10999999999999,7.85,REPUBLICAN
2021-03,6.1,1025,254.16999999999993,38.62000000000001,REPUBLICAN
2021-02,6.4,1025,1236.73,48.780000000000015,REPUBLICAN
2021-01,6.7,1025,3455.0200000000004,58.60000000000001,REPUBLICAN
2020-12,6.1,1025,3145.96,25.33000000000002,REPUBLICAN
2020-11,6.3,1025,931.0300000000001,8.399999999999999,REPUBLICAN
2020-10,6.9,1025,1095.32,4.2,REPUBLICAN
2020-09,11.8,1025,533.0799999999998,16.89,REPUBLICAN
2020-08,12.9,1025,2302.93,22.45,REPUBLICAN
2020-07,13.0,1025,892.6399999999999,16.870000000000005,REPUBLICAN
2020-06,11.2,1025,521.91,18.290000000000003,REPUBLICAN
2020-05,9.6,1025,449.2399999999999,4.2,REPUBLICAN
2020-04,13.6,1025,123.23999999999998,4.2,REPUBLICAN
2020-03,5.4,1025,,,REPUBLICAN
2020-02,5.2,1025,,,REPUBLICAN
2020-01,5.8,1025,,,REPUBLICAN
2021-07,2.6,1027,310.09000000000003,0.0,REPUBLICAN
2021-06,3.1,1027,212.82,15.120000000000001,REPUBLICAN
2021-05,2.3,1027,446.3200000000001,7.5600000000000005,REPUBLICAN
2021-04,2.4,1027,402.93999999999994,15.120000000000001,REPUBLICAN
2021-03,2.7,1027,316.8499999999999,0.0,REPUBLICAN
2021-02,2.8,1027,864.5899999999998,34.55999999999998,REPUBLICAN
2021-01,3.1,1027,1601.6599999999996,132.76999999999998,REPUBLICAN
2020-12,2.7,1027,1543.5499999999997,77.75999999999999,REPUBLICAN
2020-11,2.9,1027,1205.34,88.50999999999999,REPUBLICAN
2020-10,3.0,1027,1322.79,31.320000000000007,REPUBLICAN
2020-09,4.6,1027,1773.06,14.040000000000001,REPUBLICAN
2020-08,4.6,1027,1410.4,15.120000000000001,REPUBLICAN
2020-07,4.8,1027,1056.7199999999998,15.120000000000001,REPUBLICAN
2020-06,4.7,1027,92.86,0.0,REPUBLICAN
2020-05,4.5,1027,56.16,7.5600000000000005,REPUBLICAN
2020-04,8.5,1027,136.08000000000004,7.5600000000000005,REPUBLICAN
2020-03,2.6,1027,11.88,0.0,REPUBLICAN
2020-02,2.5,1027,,,REPUBLICAN
2020-01,3.1,1027,,,REPUBLICAN
2021-07,2.4,1029,405.32000000000005,13.440000000000005,REPUBLICAN
2021-06,2.8,1029,248.14999999999995,13.440000000000005,REPUBLICAN
2021-05,2.2,1029,146.35999999999996,6.72,REPUBLICAN
2021-04,2.2,1029,205.20999999999995,0.0,REPUBLICAN
2021-03,2.6,1029,420.9399999999999,14.4,REPUBLICAN
2021-02,2.5,1029,798.6299999999999,76.59999999999998,REPUBLICAN
2021-01,2.7,1029,1744.7599999999998,76.67000000000002,REPUBLICAN
2020-12,2.3,1029,1574.24,13.440000000000005,REPUBLICAN
2020-11,2.6,1029,1330.0600000000004,35.470000000000006,REPUBLICAN
2020-10,2.9,1029,1308.4899999999998,24.960000000000008,REPUBLICAN
2020-09,4.4,1029,1200.5600000000002,10.560000000000002,REPUBLICAN
2020-08,4.7,1029,648.7,22.99000000000001,REPUBLICAN
2020-07,5.4,1029,539.5600000000001,0.0,REPUBLICAN
2020-06,6.0,1029,82.56,0.0,REPUBLICAN
2020-05,6.0,1029,10.56,0.0,REPUBLICAN
2020-04,11.7,1029,57.48,6.72,REPUBLICAN
2020-03,3.0,1029,22.99,0.0,REPUBLICAN
2020-02,2.8,1029,,,REPUBLICAN
2020-01,3.2,1029,,,REPUBLICAN
2021-07,2.8,1031,986.3900000000001,6.769999999999996,REPUBLICAN
2021-06,3.2,1031,111.57000000000002,13.909999999999998,REPUBLICAN
2021-05,2.3,1031,177.55,12.840000000000002,REPUBLICAN
2021-04,2.3,1031,181.34999999999994,15.540000000000004,REPUBLICAN
2021-03,2.7,1031,239.52999999999994,14.749999999999998,REPUBLICAN
2021-02,2.6,1031,858.6000000000001,57.59000000000001,REPUBLICAN
2021-01,2.9,1031,2538.8000000000006,67.67000000000002,REPUBLICAN
2020-12,2.6,1031,1970.2600000000002,43.959999999999994,REPUBLICAN
2020-11,2.8,1031,1162.6799999999998,7.629999999999999,REPUBLICAN
2020-10,3.1,1031,908.3100000000003,14.240000000000004,REPUBLICAN
2020-09,5.1,1031,580.7899999999998,1.8900000000000001,REPUBLICAN
2020-08,5.3,1031,713.4400000000002,6.119999999999997,REPUBLICAN
2020-07,5.7,1031,635.3799999999999,7.339999999999996,REPUBLICAN
2020-06,6.0,1031,228.45999999999998,0.27,REPUBLICAN
2020-05,5.5,1031,236.1,1.8900000000000001,REPUBLICAN
2020-04,8.7,1031,188.60000000000002,2.0900000000000003,REPUBLICAN
2020-03,2.6,1031,,,REPUBLICAN
2020-02,2.5,1031,,,REPUBLICAN
2020-01,3.0,1031,,,REPUBLICAN
2021-07,4.2,1033,385.08,3.639999999999999,REPUBLICAN
2021-06,4.4,1033,145.89000000000001,5.459999999999998,REPUBLICAN
2021-05,3.4,1033,139.32000000000002,5.459999999999999,REPUBLICAN
2021-04,3.4,1033,207.16,16.119999999999994,REPUBLICAN
2021-03,3.9,1033,266.53000000000003,13.219999999999997,REPUBLICAN
2021-02,3.9,1033,595.8699999999997,30.240000000000013,REPUBLICAN
2021-01,4.1,1033,2132.4999999999995,78.71000000000001,REPUBLICAN
2020-12,3.5,1033,2513.4100000000003,31.84000000000002,REPUBLICAN
2020-11,3.8,1033,1843.06,17.61,REPUBLICAN
2020-10,4.3,1033,762.53,10.86,REPUBLICAN
2020-09,7.0,1033,421.28000000000003,9.879999999999997,REPUBLICAN
2020-08,7.7,1033,853.18,17.61,REPUBLICAN
2020-07,8.4,1033,1100.35,10.659999999999998,REPUBLICAN
2020-06,8.7,1033,335.13,5.46,REPUBLICAN
2020-05,9.1,1033,250.59,0.0,REPUBLICAN
2020-04,15.8,1033,42.16,3.639999999999999,REPUBLICAN
2020-03,3.3,1033,3.62,0.0,REPUBLICAN
2020-02,3.6,1033,,,REPUBLICAN
2020-01,4.0,1033,,,REPUBLICAN
2021-07,5.0,1035,460.49,4.73,REPUBLICAN
2021-06,5.1,1035,194.77000000000004,0.0,REPUBLICAN
2021-05,4.1,1035,150.42999999999998,16.52,REPUBLICAN
2021-04,4.2,1035,136.87999999999997,16.529999999999998,REPUBLICAN
2021-03,4.7,1035,149.96000000000004,22.419999999999998,REPUBLICAN
2021-02,5.0,1035,587.23,4.72,REPUBLICAN
2021-01,5.2,1035,1385.5399999999997,47.339999999999996,REPUBLICAN
2020-12,4.8,1035,1232.4099999999996,24.799999999999997,REPUBLICAN
2020-11,5.1,1035,964.87,8.26,REPUBLICAN
2020-10,6.1,1035,280.91999999999996,16.52,REPUBLICAN
2020-09,9.2,1035,463.4799999999998,0.0,REPUBLICAN
2020-08,9.6,1035,1053.63,12.979999999999999,REPUBLICAN
2020-07,10.1,1035,1556.7900000000004,71.76000000000003,REPUBLICAN
2020-06,9.2,1035,1078.4999999999998,21.32,REPUBLICAN
2020-05,7.9,1035,216.63999999999996,8.26,REPUBLICAN
2020-04,14.1,1035,99.22,0.0,REPUBLICAN
2020-03,3.5,1035,,,REPUBLICAN
2020-02,3.6,1035,,,REPUBLICAN
2020-01,4.1,1035,,,REPUBLICAN
2021-07,3.0,1037,436.75000000000006,0.0,REPUBLICAN
2021-06,3.2,1037,260.33,0.0,REPUBLICAN
2021-05,2.6,1037,294.62999999999994,9.38,REPUBLICAN
2021-04,2.7,1037,1180.47,37.52,REPUBLICAN
2021-03,3.0,1037,388.51,9.38,REPUBLICAN
2021-02,3.2,1037,1993.51,38.860000000000014,REPUBLICAN
2021-01,3.6,1037,1634.51,111.22,REPUBLICAN
2020-12,3.2,1037,1401.33,28.14,REPUBLICAN
2020-11,3.7,1037,1188.3899999999999,9.38,REPUBLICAN
2020-10,4.1,1037,397.5,0.0,REPUBLICAN
2020-09,6.1,1037,372.06999999999994,0.0,REPUBLICAN
2020-08,6.4,1037,426.12000000000006,9.38,REPUBLICAN
2020-07,6.7,1037,397.25999999999993,9.38,REPUBLICAN
2020-06,7.1,1037,170.17999999999995,0.0,REPUBLICAN
2020-05,7.3,1037,89.56,0.0,REPUBLICAN
2020-04,12.8,1037,259.29,9.38,REPUBLICAN
2020-03,2.8,1037,22.78,0.0,REPUBLICAN
2020-02,2.8,1037,,,REPUBLICAN
2020-01,3.4,1037,,,REPUBLICAN
2021-07,3.0,1039,974.3699999999999,5.07,REPUBLICAN
2021-06,3.2,1039,209.39,11.240000000000004,REPUBLICAN
2021-05,2.5,1039,319.25,8.179999999999998,REPUBLICAN
2021-04,2.5,1039,186.45000000000002,17.190000000000005,REPUBLICAN
2021-03,3.1,1039,311.6900000000001,15.86,REPUBLICAN
2021-02,3.1,1039,1216.4100000000003,54.379999999999995,REPUBLICAN
2021-01,3.3,1039,1843.9500000000003,126.11,REPUBLICAN
2020-12,2.9,1039,1827.4,12.329999999999998,REPUBLICAN
2020-11,3.0,1039,1085.0499999999997,12.400000000000004,REPUBLICAN
2020-10,3.3,1039,1043.77,5.46,REPUBLICAN
2020-09,5.2,1039,945.02,5.809999999999999,REPUBLICAN
2020-08,5.6,1039,921.5699999999997,16.47,REPUBLICAN
2020-07,6.4,1039,1183.0000000000002,41.15,REPUBLICAN
2020-06,6.5,1039,587.64,15.370000000000001,REPUBLICAN
2020-05,6.0,1039,110.66000000000003,0.78,REPUBLICAN
2020-04,10.0,1039,87.53999999999999,4.92,REPUBLICAN
2020-03,3.1,1039,3.85,0.0,REPUBLICAN
2020-02,3.1,1039,,,REPUBLICAN
2020-01,3.6,1039,,,REPUBLICAN
2021-07,3.1,1041,602.6599999999999,7.28,REPUBLICAN
2021-06,3.4,1041,303.3900000000001,0.0,REPUBLICAN
2021-05,2.7,1041,204.87000000000006,0.0,REPUBLICAN
2021-04,2.7,1041,221.54000000000002,0.0,REPUBLICAN
2021-03,3.4,1041,459.80000000000007,26.959999999999997,REPUBLICAN
2021-02,3.4,1041,1135.8200000000002,52.349999999999994,REPUBLICAN
2021-01,3.7,1041,2616.11,84.52,REPUBLICAN
2020-12,3.3,1041,1516.5399999999997,43.59999999999999,REPUBLICAN
2020-11,3.3,1041,713.65,0.0,REPUBLICAN
2020-10,3.7,1041,604.86,0.0,REPUBLICAN
2020-09,5.9,1041,660.05,92.00000000000004,REPUBLICAN
2020-08,6.4,1041,1435.6299999999999,135.9,REPUBLICAN
2020-07,7.2,1041,965.5600000000001,7.28,REPUBLICAN
2020-06,7.0,1041,422.67999999999995,4.16,REPUBLICAN
2020-05,7.3,1041,421.6600000000001,26.990000000000002,REPUBLICAN
2020-04,16.4,1041,92.32999999999998,0.0,REPUBLICAN
2020-03,2.8,1041,6.24,0.0,REPUBLICAN
2020-02,2.7,1041,,,REPUBLICAN
2020-01,3.4,1041,,,REPUBLICAN
2021-07,2.3,1043,444.97,4.25,REPUBLICAN
2021-06,2.6,1043,184.3700000000001,3.909999999999999,REPUBLICAN
2021-05,2.1,1043,275.38999999999993,7.479999999999998,REPUBLICAN
2021-04,2.1,1043,269.68999999999994,6.459999999999998,REPUBLICAN
2021-03,2.3,1043,402.03999999999996,9.18,REPUBLICAN
2021-02,2.2,1043,519.8799999999999,45.65000000000001,REPUBLICAN
2021-01,2.5,1043,1911.4199999999998,78.4,REPUBLICAN
2020-12,2.1,1043,2954.75,40.22000000000001,REPUBLICAN
2020-11,2.4,1043,2089.41,18.879999999999995,REPUBLICAN
2020-10,2.6,1043,841.61,7.390000000000001,REPUBLICAN
2020-09,4.3,1043,372.10999999999996,10.35,REPUBLICAN
2020-08,4.7,1043,657.4100000000001,4.94,REPUBLICAN
2020-07,5.1,1043,794.8800000000001,7.9899999999999975,REPUBLICAN
2020-06,5.6,1043,325.23,3.5699999999999994,REPUBLICAN
2020-05,6.4,1043,62.69,0.0,REPUBLICAN
2020-04,11.4,1043,73.05000000000001,1.19,REPUBLICAN
2020-03,2.4,1043,7.989999999999998,0.0,REPUBLICAN
2020-02,2.4,1043,,,REPUBLICAN
2020-01,2.8,1043,,,REPUBLICAN
2021-07,3.0,1045,1043.57,0.29,REPUBLICAN
2021-06,3.3,1045,84.45000000000003,5.8,REPUBLICAN
2021-05,2.6,1045,175.41999999999993,6.09,REPUBLICAN
2021-04,2.6,1045,112.58000000000001,6.640000000000001,REPUBLICAN
2021-03,3.2,1045,276.9199999999999,5.51,REPUBLICAN
2021-02,3.4,1045,823.0599999999998,27.579999999999995,REPUBLICAN
2021-01,3.7,1045,2025.54,60.44,REPUBLICAN
2020-12,3.3,1045,1825.9900000000002,18.27,REPUBLICAN
2020-11,3.4,1045,1018.3000000000002,9.049999999999999,REPUBLICAN
2020-10,3.7,1045,906.8500000000001,15.65999999999999,REPUBLICAN
2020-09,6.0,1045,647.5599999999998,15.07999999999999,REPUBLICAN
