Date,Location,Percent with one dose,state,state_po,state_fips,STATEFP,STNAME,Total population,candidatevotes,totalvotes,party_simplified,fractionalvotes,day_num
2021-03-20,MA,0.348,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,35
2021-03-19,MA,0.34,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,34
2021-03-18,MA,0.332,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,33
2021-03-17,MA,0.325,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,32
2021-03-16,MA,0.317,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,31
2021-03-15,MA,0.316,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,30
2021-03-14,MA,0.31,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,29
2021-03-13,MA,0.309,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,28
2021-03-12,MA,0.297,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,27
2021-03-11,MA,0.29,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,26
2021-03-10,MA,0.28300000000000003,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,25
2021-03-09,MA,0.272,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,24
2021-03-08,MA,0.26899999999999996,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,23
2021-03-07,MA,0.264,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,22
2021-03-06,MA,0.257,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,21
2021-03-05,MA,0.249,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,20
2021-03-04,MA,0.242,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,19
2021-03-03,MA,0.23600000000000002,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,18
2021-03-02,MA,0.231,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,17
2021-03-01,MA,0.22699999999999998,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,16
2021-02-28,MA,0.22,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,15
2021-02-27,MA,0.215,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,14
2021-02-26,MA,0.21,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,13
2021-02-25,MA,0.205,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,12
2021-02-24,MA,0.2,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,11
2021-02-23,MA,0.19699999999999998,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,10
2021-02-22,MA,0.193,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,9
2021-02-21,MA,0.18899999999999997,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,8
2021-02-20,MA,0.184,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,7
2021-02-19,MA,0.177,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,6
2021-02-18,MA,0.159,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,5
2021-02-17,MA,0.154,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,4
2021-02-16,MA,0.151,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,3
2021-02-15,MA,0.14800000000000002,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,2
2021-02-14,MA,0.14400000000000002,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,1
2021-02-13,MA,0.134,MASSACHUSETTS,MA,25,25,Massachusetts,6893574,2382202,3658005,DEMOCRAT,0.6512298370286536,0
2021-07-22,MS,0.484,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,159
2021-07-21,MS,0.48200000000000004,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,158
2021-07-20,MS,0.48100000000000004,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,157
2021-07-19,MS,0.479,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,156
2021-07-18,MS,0.479,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,155
2021-07-17,MS,0.479,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,154
2021-07-16,MS,0.47700000000000004,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,153
2021-07-15,MS,0.47700000000000004,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,152
2021-07-14,MS,0.47600000000000003,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,151
2021-07-13,MS,0.475,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,150
2021-07-12,MS,0.473,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,149
2021-07-11,MS,0.473,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,148
2021-07-10,MS,0.473,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,147
2021-07-09,MS,0.47200000000000003,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,146
2021-07-08,MS,0.47200000000000003,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,145
2021-07-07,MS,0.47100000000000003,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,144
2021-07-06,MS,0.46299999999999997,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,143
2021-07-05,MS,0.46299999999999997,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,142
2021-07-04,MS,0.46299999999999997,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,141
2021-07-03,MS,0.46299999999999997,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,140
2021-07-02,MS,0.46299999999999997,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,139
2021-07-01,MS,0.46299999999999997,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,138
2021-06-30,MS,0.462,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,137
2021-06-29,MS,0.461,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,136
2021-06-28,MS,0.45899999999999996,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,135
2021-06-27,MS,0.45899999999999996,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,134
2021-06-26,MS,0.45799999999999996,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,133
2021-06-25,MS,0.45799999999999996,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,132
2021-06-24,MS,0.457,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,131
2021-06-23,MS,0.457,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,130
2021-06-22,MS,0.456,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,129
2021-06-21,MS,0.45399999999999996,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,128
2021-06-20,MS,0.45399999999999996,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,127
2021-06-19,MS,0.45399999999999996,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,126
2021-06-18,MS,0.45399999999999996,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,125
2021-06-17,MS,0.45299999999999996,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,124
2021-06-16,MS,0.451,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,123
2021-06-15,MS,0.451,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,122
2021-06-14,MS,0.44799999999999995,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,121
2021-06-13,MS,0.44799999999999995,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,120
2021-06-12,MS,0.44799999999999995,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,119
2021-06-11,MS,0.44799999999999995,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,118
2021-06-10,MS,0.44799999999999995,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,117
2021-06-09,MS,0.447,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,116
2021-06-08,MS,0.446,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,115
2021-06-07,MS,0.442,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,114
2021-06-06,MS,0.442,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,113
2021-06-05,MS,0.442,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,112
2021-06-04,MS,0.442,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,111
2021-06-03,MS,0.442,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,110
2021-06-02,MS,0.441,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,109
2021-06-01,MS,0.43799999999999994,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,108
2021-05-31,MS,0.43799999999999994,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,107
2021-05-30,MS,0.43799999999999994,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,106
2021-05-29,MS,0.43799999999999994,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,105
2021-05-28,MS,0.43799999999999994,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,104
2021-05-27,MS,0.435,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,103
2021-05-26,MS,0.435,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,102
2021-05-25,MS,0.434,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,101
2021-05-24,MS,0.429,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,100
2021-05-23,MS,0.429,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,99
2021-05-22,MS,0.429,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,98
2021-05-21,MS,0.429,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,97
2021-05-20,MS,0.428,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,96
2021-05-19,MS,0.426,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,95
2021-05-18,MS,0.425,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,94
2021-05-17,MS,0.42100000000000004,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,93
2021-05-16,MS,0.42100000000000004,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,92
2021-05-15,MS,0.42100000000000004,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,91
2021-05-14,MS,0.42100000000000004,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,90
2021-05-13,MS,0.419,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,89
2021-05-12,MS,0.419,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,88
2021-05-11,MS,0.418,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,87
2021-05-10,MS,0.415,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,86
2021-05-09,MS,0.415,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,85
2021-05-08,MS,0.415,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,84
2021-05-07,MS,0.413,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,83
2021-05-06,MS,0.41,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,82
2021-05-05,MS,0.41,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,81
2021-05-04,MS,0.408,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,80
2021-05-03,MS,0.40399999999999997,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,79
2021-05-02,MS,0.40399999999999997,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,78
2021-05-01,MS,0.40399999999999997,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,77
2021-04-30,MS,0.40399999999999997,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,76
2021-04-29,MS,0.39899999999999997,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,75
2021-04-28,MS,0.39899999999999997,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,74
2021-04-27,MS,0.39799999999999996,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,73
2021-04-26,MS,0.392,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,72
2021-04-25,MS,0.392,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,71
2021-04-24,MS,0.392,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,70
2021-04-23,MS,0.392,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,69
2021-04-22,MS,0.39,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,68
2021-04-21,MS,0.386,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,67
2021-04-20,MS,0.384,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,66
2021-04-19,MS,0.382,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,65
2021-04-18,MS,0.382,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,64
2021-04-17,MS,0.376,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,63
2021-04-16,MS,0.376,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,62
2021-04-15,MS,0.37200000000000005,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,61
2021-04-14,MS,0.369,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,60
2021-04-13,MS,0.365,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,59
2021-04-12,MS,0.363,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,58
2021-04-11,MS,0.363,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,57
2021-04-10,MS,0.35700000000000004,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,56
2021-04-09,MS,0.35200000000000004,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,55
2021-04-08,MS,0.34700000000000003,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,54
2021-04-07,MS,0.342,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,53
2021-04-06,MS,0.33899999999999997,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,52
2021-04-05,MS,0.33299999999999996,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,51
2021-04-04,MS,0.33299999999999996,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,50
2021-04-03,MS,0.33299999999999996,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,49
2021-04-02,MS,0.32799999999999996,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,48
2021-04-01,MS,0.322,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,47
2021-03-31,MS,0.322,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,46
2021-03-30,MS,0.317,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,45
2021-03-29,MS,0.317,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,44
2021-03-28,MS,0.309,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,43
2021-03-27,MS,0.308,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,42
2021-03-26,MS,0.298,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,41
2021-03-25,MS,0.298,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,40
2021-03-24,MS,0.293,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,39
2021-03-23,MS,0.28800000000000003,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,38
2021-03-22,MS,0.28800000000000003,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,37
2021-03-21,MS,0.28600000000000003,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,36
2021-03-20,MS,0.28,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,35
2021-03-19,MS,0.273,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,34
2021-03-18,MS,0.271,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,33
2021-03-17,MS,0.265,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,32
2021-03-16,MS,0.261,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,31
2021-03-15,MS,0.26,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,30
2021-03-14,MS,0.259,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,29
2021-03-13,MS,0.258,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,28
2021-03-12,MS,0.237,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,27
2021-03-11,MS,0.23600000000000002,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,26
2021-03-10,MS,0.23,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,25
2021-03-09,MS,0.22399999999999998,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,24
2021-03-08,MS,0.222,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,23
2021-03-07,MS,0.21899999999999997,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,22
2021-03-06,MS,0.21100000000000002,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,21
2021-03-05,MS,0.203,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,20
2021-03-04,MS,0.19699999999999998,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,19
2021-03-03,MS,0.192,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,18
2021-03-02,MS,0.188,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,17
2021-03-01,MS,0.185,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,16
2021-02-28,MS,0.182,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,15
2021-02-27,MS,0.17600000000000002,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,14
2021-02-26,MS,0.17,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,13
2021-02-25,MS,0.162,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,12
2021-02-24,MS,0.162,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,11
2021-02-23,MS,0.158,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,10
2021-02-22,MS,0.157,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,9
2021-02-21,MS,0.155,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,8
2021-02-20,MS,0.153,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,7
2021-02-19,MS,0.151,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,6
2021-02-18,MS,0.128,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,5
2021-02-17,MS,0.128,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,4
2021-02-16,MS,0.128,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,3
2021-02-15,MS,0.127,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,2
2021-02-14,MS,0.126,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,1
2021-02-13,MS,0.122,MISSISSIPPI,MS,28,28,Mississippi,2966786,756764,1313759,REPUBLICAN,0.5760295457538255,0
2021-07-22,KY,0.628,KENTUCKY,KY,21,21,Kentucky,4477251,1326646,2136768,REPUBLICAN,0.6208657186929044,159
2021-07-21,KY,0.627,KENTUCKY,KY,21,21,Kentucky,4477251,1326646,2136768,REPUBLICAN,0.6208657186929044,158
