Date,Location,Percent with one dose,state,state_po,state_fips,STATEFP,STNAME,Total population,candidatevotes,totalvotes,party_simplified,fractionalvotes,day_num
2021-07-01,SD,0.642,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,138
2021-06-30,SD,0.6409999999999999,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,137
2021-06-29,SD,0.64,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,136
2021-06-28,SD,0.639,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,135
2021-06-27,SD,0.639,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,134
2021-06-26,SD,0.639,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,133
2021-06-25,SD,0.638,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,132
2021-06-24,SD,0.637,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,131
2021-06-23,SD,0.636,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,130
2021-06-22,SD,0.636,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,129
2021-06-21,SD,0.634,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,128
2021-06-20,SD,0.634,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,127
2021-06-19,SD,0.634,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,126
2021-06-18,SD,0.634,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,125
2021-06-17,SD,0.633,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,124
2021-06-16,SD,0.631,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,123
2021-06-15,SD,0.631,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,122
2021-06-14,SD,0.63,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,121
2021-06-13,SD,0.63,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,120
2021-06-12,SD,0.629,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,119
2021-06-11,SD,0.627,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,118
2021-06-10,SD,0.627,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,117
2021-06-09,SD,0.625,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,116
2021-06-08,SD,0.625,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,115
2021-06-07,SD,0.624,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,114
2021-06-06,SD,0.624,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,113
2021-06-05,SD,0.623,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,112
2021-06-04,SD,0.622,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,111
2021-06-03,SD,0.622,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,110
2021-06-02,SD,0.621,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,109
2021-06-01,SD,0.62,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,108
2021-05-31,SD,0.62,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,107
2021-05-30,SD,0.62,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,106
2021-05-29,SD,0.619,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,105
2021-05-28,SD,0.618,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,104
2021-05-27,SD,0.617,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,103
2021-05-26,SD,0.615,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,102
2021-05-25,SD,0.614,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,101
2021-05-24,SD,0.613,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,100
2021-05-23,SD,0.613,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,99
2021-05-22,SD,0.613,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,98
2021-05-21,SD,0.61,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,97
2021-05-20,SD,0.608,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,96
2021-05-19,SD,0.607,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,95
2021-05-18,SD,0.605,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,94
2021-05-17,SD,0.604,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,93
2021-05-16,SD,0.604,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,92
2021-05-15,SD,0.604,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,91
2021-05-14,SD,0.601,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,90
2021-05-13,SD,0.6,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,89
2021-05-12,SD,0.598,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,88
2021-05-11,SD,0.598,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,87
2021-05-10,SD,0.596,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,86
2021-05-09,SD,0.596,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,85
2021-05-08,SD,0.596,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,84
2021-05-07,SD,0.594,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,83
2021-05-06,SD,0.5920000000000001,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,82
2021-05-05,SD,0.591,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,81
2021-05-04,SD,0.59,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,80
2021-05-03,SD,0.589,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,79
2021-05-02,SD,0.589,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,78
2021-05-01,SD,0.588,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,77
2021-04-30,SD,0.584,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,76
2021-04-29,SD,0.5820000000000001,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,75
2021-04-28,SD,0.581,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,74
2021-04-27,SD,0.58,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,73
2021-04-26,SD,0.579,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,72
2021-04-25,SD,0.578,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,71
2021-04-24,SD,0.5760000000000001,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,70
2021-04-23,SD,0.573,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,69
2021-04-22,SD,0.569,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,68
2021-04-21,SD,0.5670000000000001,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,67
2021-04-20,SD,0.5660000000000001,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,66
2021-04-19,SD,0.565,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,65
2021-04-18,SD,0.564,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,64
2021-04-17,SD,0.56,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,63
2021-04-16,SD,0.555,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,62
2021-04-15,SD,0.55,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,61
2021-04-14,SD,0.546,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,60
2021-04-13,SD,0.5429999999999999,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,59
2021-04-12,SD,0.542,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,58
2021-04-11,SD,0.539,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,57
2021-04-10,SD,0.531,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,56
2021-04-09,SD,0.521,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,55
2021-04-08,SD,0.512,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,54
2021-04-07,SD,0.504,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,53
2021-04-06,SD,0.499,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,52
2021-04-05,SD,0.489,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,51
2021-04-04,SD,0.489,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,50
2021-04-03,SD,0.488,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,49
2021-04-02,SD,0.475,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,48
2021-04-01,SD,0.467,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,47
2021-03-31,SD,0.46,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,46
2021-03-30,SD,0.45399999999999996,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,45
2021-03-29,SD,0.45299999999999996,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,44
2021-03-28,SD,0.449,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,43
2021-03-27,SD,0.44,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,42
2021-03-26,SD,0.428,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,41
2021-03-25,SD,0.41700000000000004,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,40
2021-03-24,SD,0.41,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,39
2021-03-23,SD,0.40299999999999997,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,38
2021-03-22,SD,0.402,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,37
2021-03-21,SD,0.39899999999999997,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,36
2021-03-20,SD,0.391,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,35
2021-03-19,SD,0.382,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,34
2021-03-18,SD,0.376,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,33
2021-03-17,SD,0.371,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,32
2021-03-16,SD,0.366,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,31
2021-03-15,SD,0.365,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,30
2021-03-14,SD,0.361,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,29
2021-03-13,SD,0.348,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,28
2021-03-12,SD,0.33799999999999997,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,27
2021-03-11,SD,0.331,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,26
2021-03-10,SD,0.325,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,25
2021-03-09,SD,0.32,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,24
2021-03-08,SD,0.319,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,23
2021-03-07,SD,0.316,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,22
2021-03-06,SD,0.309,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,21
2021-03-05,SD,0.298,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,20
2021-03-04,SD,0.29,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,19
2021-03-03,SD,0.284,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,18
2021-03-02,SD,0.27899999999999997,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,17
2021-03-01,SD,0.27899999999999997,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,16
2021-02-28,SD,0.275,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,15
2021-02-27,SD,0.267,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,14
2021-02-26,SD,0.258,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,13
2021-02-25,SD,0.25,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,12
2021-02-24,SD,0.243,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,11
2021-02-23,SD,0.23800000000000002,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,10
2021-02-22,SD,0.237,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,9
2021-02-21,SD,0.235,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,8
2021-02-20,SD,0.228,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,7
2021-02-19,SD,0.223,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,6
2021-02-18,SD,0.175,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,5
2021-02-17,SD,0.17,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,4
2021-02-16,SD,0.16699999999999998,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,3
2021-02-15,SD,0.16699999999999998,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,2
2021-02-14,SD,0.165,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,1
2021-02-13,SD,0.159,SOUTH DAKOTA,SD,46,46,South Dakota,892717,261043,422609,REPUBLICAN,0.6176938967225024,0
2021-07-22,ID,0.54,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,159
2021-07-21,ID,0.539,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,158
2021-07-20,ID,0.539,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,157
2021-07-19,ID,0.539,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,156
2021-07-18,ID,0.5379999999999999,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,155
2021-07-17,ID,0.5379999999999999,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,154
2021-07-16,ID,0.537,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,153
2021-07-15,ID,0.536,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,152
2021-07-14,ID,0.535,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,151
2021-07-13,ID,0.535,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,150
2021-07-12,ID,0.534,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,149
2021-07-11,ID,0.534,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,148
2021-07-10,ID,0.5329999999999999,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,147
2021-07-09,ID,0.5329999999999999,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,146
2021-07-08,ID,0.532,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,145
2021-07-07,ID,0.531,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,144
2021-07-06,ID,0.531,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,143
2021-07-05,ID,0.531,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,142
2021-07-04,ID,0.53,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,141
2021-07-03,ID,0.529,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,140
2021-07-02,ID,0.528,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,139
2021-07-01,ID,0.528,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,138
2021-06-30,ID,0.527,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,137
2021-06-29,ID,0.526,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,136
2021-06-28,ID,0.526,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,135
2021-06-27,ID,0.525,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,134
2021-06-26,ID,0.524,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,133
2021-06-25,ID,0.523,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,132
2021-06-24,ID,0.522,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,131
2021-06-23,ID,0.522,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,130
2021-06-22,ID,0.522,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,129
2021-06-21,ID,0.521,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,128
2021-06-20,ID,0.521,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,127
2021-06-19,ID,0.52,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,126
2021-06-18,ID,0.519,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,125
2021-06-17,ID,0.518,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,124
2021-06-16,ID,0.516,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,123
2021-06-15,ID,0.516,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,122
2021-06-14,ID,0.515,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,121
2021-06-13,ID,0.513,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,120
2021-06-12,ID,0.513,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,119
2021-06-11,ID,0.511,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,118
2021-06-10,ID,0.511,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,117
2021-06-09,ID,0.51,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,116
2021-06-08,ID,0.508,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,115
2021-06-07,ID,0.508,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,114
2021-06-06,ID,0.506,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,113
2021-06-05,ID,0.506,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,112
2021-06-04,ID,0.505,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,111
2021-06-03,ID,0.504,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,110
2021-06-02,ID,0.503,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,109
2021-06-01,ID,0.503,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,108
2021-05-31,ID,0.502,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,107
2021-05-30,ID,0.501,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,106
2021-05-29,ID,0.5,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,105
2021-05-28,ID,0.498,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,104
2021-05-27,ID,0.496,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,103
2021-05-26,ID,0.495,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,102
2021-05-25,ID,0.494,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,101
2021-05-24,ID,0.493,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,100
2021-05-23,ID,0.49200000000000005,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,99
2021-05-22,ID,0.489,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,98
2021-05-21,ID,0.48700000000000004,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,97
2021-05-20,ID,0.485,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,96
2021-05-19,ID,0.483,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,95
2021-05-18,ID,0.48100000000000004,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,94
2021-05-17,ID,0.48100000000000004,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,93
2021-05-16,ID,0.48,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,92
2021-05-15,ID,0.478,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,91
2021-05-14,ID,0.47700000000000004,IDAHO,ID,16,16,Idaho,1826913,554119,868014,REPUBLICAN,0.6383756483190364,90
