state_po,county_name,county_fips,candidate,party,candidatevotes,totalvotes,UrbanRural,PctRural
IL,FORD,17053,DONALD J TRUMP,REPUBLICAN,5048.0,6953.0,urban,41.77970314608338
IL,FRANKLIN,17055,DONALD J TRUMP,REPUBLICAN,13622.0,18626.0,urban,48.580672884911905
IL,FULTON,17057,DONALD J TRUMP,REPUBLICAN,9867.0,16678.0,rural,60.025897650327764
IL,GALLATIN,17059,DONALD J TRUMP,REPUBLICAN,2019.0,2674.0,rural,100.0
IL,GREENE,17061,DONALD J TRUMP,REPUBLICAN,4770.0,6227.0,rural,70.84833645398243
IL,GRUNDY,17063,DONALD J TRUMP,REPUBLICAN,16523.0,26691.0,urban,24.375287138205863
IL,HAMILTON,17065,DONALD J TRUMP,REPUBLICAN,3432.0,4315.0,rural,68.09743407827835
IL,HANCOCK,17067,DONALD J TRUMP,REPUBLICAN,6906.0,9383.0,rural,70.97466499162479
IL,HARDIN,17069,DONALD J TRUMP,REPUBLICAN,1691.0,2162.0,rural,100.0
IL,HENDERSON,17071,DONALD J TRUMP,REPUBLICAN,2394.0,3647.0,rural,99.65898240349202
IL,HENRY,17073,DONALD J TRUMP,REPUBLICAN,15300.0,25635.0,rural,50.27532385215704
IL,IROQUOIS,17075,DONALD J TRUMP,REPUBLICAN,10877.0,14025.0,rural,71.74103237095363
IL,JACKSON,17077,JOSEPH R BIDEN JR,DEMOCRAT,11181.0,22643.0,urban,37.166627918562554
IL,JASPER,17079,DONALD J TRUMP,REPUBLICAN,4494.0,5576.0,rural,69.85976489997938
IL,JEFFERSON,17081,DONALD J TRUMP,REPUBLICAN,12476.0,17404.0,rural,58.770958353722925
IL,JERSEY,17083,DONALD J TRUMP,REPUBLICAN,8712.0,11937.0,rural,60.5699369153796
IL,JO DAVIESS,17085,DONALD J TRUMP,REPUBLICAN,7166.0,12496.0,rural,72.59017550048506
IL,JOHNSON,17087,DONALD J TRUMP,REPUBLICAN,5059.0,6437.0,rural,100.0
IL,KANE,17089,JOSEPH R BIDEN JR,DEMOCRAT,130166.0,231876.0,urban,3.558335549004501
IL,KANKAKEE,17091,DONALD J TRUMP,REPUBLICAN,28532.0,49902.0,urban,24.456804379060195
IL,KENDALL,17093,JOSEPH R BIDEN JR,DEMOCRAT,33168.0,63974.0,urban,10.41957188676614
IL,KNOX,17095,DONALD J TRUMP,REPUBLICAN,12009.0,23143.0,urban,24.32018745630114
IL,LAKE,17097,JOSEPH R BIDEN JR,DEMOCRAT,204032.0,334177.0,urban,1.2673037065257255
IL,LASALLE,17099,DONALD J TRUMP,REPUBLICAN,30113.0,53591.0,urban,30.214880095502266
IL,LAWRENCE,17101,DONALD J TRUMP,REPUBLICAN,4886.0,6411.0,rural,58.01699043545416
IL,LEE,17103,DONALD J TRUMP,REPUBLICAN,9630.0,16397.0,rural,53.21251144847492
IL,LIVINGSTON,17105,DONALD J TRUMP,REPUBLICAN,12208.0,17174.0,urban,40.80359435173299
IL,LOGAN,17107,DONALD J TRUMP,REPUBLICAN,9136.0,13294.0,urban,39.86470879392839
IL,MCDONOUGH,17109,DONALD J TRUMP,REPUBLICAN,7027.0,12285.0,urban,29.504476879676194
IL,MCHENRY,17111,DONALD J TRUMP,REPUBLICAN,82260.0,163879.0,urban,9.878546443839875
IL,MCLEAN,17113,JOSEPH R BIDEN JR,DEMOCRAT,43933.0,87002.0,urban,16.496827306394923
IL,MACON,17115,DONALD J TRUMP,REPUBLICAN,28589.0,49390.0,urban,15.261627906976743
IL,MACOUPIN,17117,DONALD J TRUMP,REPUBLICAN,16153.0,24022.0,rural,58.513555951010154
IL,MADISON,17119,DONALD J TRUMP,REPUBLICAN,76031.0,137139.0,urban,13.340661462704526
IL,MARION,17121,DONALD J TRUMP,REPUBLICAN,12678.0,17458.0,urban,45.056672667799276
IL,MARSHALL,17123,DONALD J TRUMP,REPUBLICAN,4197.0,6334.0,rural,100.0
IL,MASON,17125,DONALD J TRUMP,REPUBLICAN,4654.0,6766.0,rural,77.4853402427383
IL,MASSAC,17127,DONALD J TRUMP,REPUBLICAN,4997.0,6813.0,rural,50.50878216345842
IL,MENARD,17129,DONALD J TRUMP,REPUBLICAN,4764.0,6928.0,rural,75.69460842188114
IL,MERCER,17131,DONALD J TRUMP,REPUBLICAN,5418.0,8893.0,rural,77.75952294024583
IL,MONROE,17133,DONALD J TRUMP,REPUBLICAN,14142.0,21148.0,urban,41.359953879297265
IL,MONTGOMERY,17135,DONALD J TRUMP,REPUBLICAN,9544.0,13727.0,urban,41.622375764018074
IL,MORGAN,17137,DONALD J TRUMP,REPUBLICAN,9950.0,15309.0,urban,36.228092384730076
IL,MOULTRIE,17139,DONALD J TRUMP,REPUBLICAN,4964.0,6744.0,rural,69.23750505186582
IL,OGLE,17141,DONALD J TRUMP,REPUBLICAN,16248.0,26272.0,urban,47.09983737405835
IL,PEORIA,17143,JOSEPH R BIDEN JR,DEMOCRAT,43578.0,83973.0,urban,14.64551138374425
IL,PERRY,17145,DONALD J TRUMP,REPUBLICAN,7313.0,10053.0,urban,43.6420581655481
IL,PIATT,17147,DONALD J TRUMP,REPUBLICAN,6248.0,9822.0,rural,67.660948054277
IL,PIKE,17149,DONALD J TRUMP,REPUBLICAN,6332.0,7949.0,rural,72.30675593426659
IL,POPE,17151,DONALD J TRUMP,REPUBLICAN,1722.0,2175.0,rural,100.0
IL,PULASKI,17153,DONALD J TRUMP,REPUBLICAN,1699.0,2624.0,rural,100.0
IL,PUTNAM,17155,DONALD J TRUMP,REPUBLICAN,1993.0,3390.0,rural,100.0
IL,RANDOLPH,17157,DONALD J TRUMP,REPUBLICAN,11076.0,14891.0,urban,42.64249014219142
IL,RICHLAND,17159,DONALD J TRUMP,REPUBLICAN,6089.0,8063.0,urban,43.46701164294955
IL,ROCK ISLAND,17161,JOSEPH R BIDEN JR,DEMOCRAT,36691.0,66758.0,urban,10.919984276090169
IL,ST. CLAIR,17163,JOSEPH R BIDEN JR,DEMOCRAT,68325.0,128091.0,urban,9.754643481352016
IL,SALINE,17165,DONALD J TRUMP,REPUBLICAN,8103.0,11066.0,urban,43.663950547906715
IL,SANGAMON,17167,DONALD J TRUMP,REPUBLICAN,53485.0,104752.0,urban,14.126554072873674
IL,SCHUYLER,17169,DONALD J TRUMP,REPUBLICAN,2773.0,3906.0,rural,57.63520678685048
IL,SCOTT,17171,DONALD J TRUMP,REPUBLICAN,2114.0,2737.0,rural,100.0
IL,SHELBY,17173,DONALD J TRUMP,REPUBLICAN,9426.0,12097.0,rural,77.73107364843716
IL,STARK,17175,DONALD J TRUMP,REPUBLICAN,2004.0,2883.0,rural,100.0
IL,STEPHENSON,17177,DONALD J TRUMP,REPUBLICAN,12521.0,22048.0,urban,40.09347949110268
IL,TAZEWELL,17179,DONALD J TRUMP,REPUBLICAN,42513.0,69052.0,urban,20.418186921133877
IL,UNION,17181,DONALD J TRUMP,REPUBLICAN,6161.0,8886.0,rural,65.86927223719677
IL,VERMILION,17183,DONALD J TRUMP,REPUBLICAN,20725.0,31584.0,urban,31.256355283307812
IL,WABASH,17185,DONALD J TRUMP,REPUBLICAN,4237.0,5593.0,urban,38.89679417426969
IL,WARREN,17187,DONALD J TRUMP,REPUBLICAN,4676.0,7909.0,urban,45.47918902129101
IL,WASHINGTON,17189,DONALD J TRUMP,REPUBLICAN,6115.0,7902.0,rural,73.64773036151128
IL,WAYNE,17191,DONALD J TRUMP,REPUBLICAN,7176.0,8486.0,rural,69.93436754176611
IL,WHITE,17193,DONALD J TRUMP,REPUBLICAN,5791.0,7421.0,rural,62.03204909648824
IL,WHITESIDE,17195,DONALD J TRUMP,REPUBLICAN,14527.0,27375.0,urban,37.3431570310096
IL,WILL,17197,JOSEPH R BIDEN JR,DEMOCRAT,183915.0,345105.0,urban,3.9293937068303912
IL,WILLIAMSON,17199,DONALD J TRUMP,REPUBLICAN,22801.0,33653.0,urban,34.798137347981374
IL,WINNEBAGO,17201,JOSEPH R BIDEN JR,DEMOCRAT,64056.0,127709.0,urban,7.91421972052319
IL,WOODFORD,17203,DONALD J TRUMP,REPUBLICAN,14799.0,21432.0,rural,54.885681771156634
IN,ADAMS,18001,DONALD J TRUMP,REPUBLICAN,10686.0,14209.0,rural,53.67435368016983
IN,ALLEN,18003,DONALD J TRUMP,REPUBLICAN,92083.0,169082.0,urban,11.87976145916297
IN,BARTHOLOMEW,18005,DONALD J TRUMP,REPUBLICAN,22410.0,36235.0,urban,33.703153892231164
IN,BENTON,18007,DONALD J TRUMP,REPUBLICAN,3007.0,4114.0,rural,100.0
IN,BLACKFORD,18009,DONALD J TRUMP,REPUBLICAN,3841.0,5351.0,rural,50.61099796334012
IN,BOONE,18011,DONALD J TRUMP,REPUBLICAN,22351.0,38520.0,urban,34.405014124293785
IN,BROWN,18013,DONALD J TRUMP,REPUBLICAN,5777.0,8981.0,rural,100.0
IN,CARROLL,18015,DONALD J TRUMP,REPUBLICAN,7086.0,9495.0,rural,81.40411808484247
IN,CASS,18017,DONALD J TRUMP,REPUBLICAN,10552.0,15198.0,urban,44.66714571677873
IN,CLARK,18019,DONALD J TRUMP,REPUBLICAN,33668.0,57869.0,urban,20.514913999564556
IN,CLAY,18021,DONALD J TRUMP,REPUBLICAN,9499.0,12267.0,rural,60.88880624767572
IN,CLINTON,18023,DONALD J TRUMP,REPUBLICAN,9334.0,12949.0,urban,49.783289188538404
IN,CRAWFORD,18025,DONALD J TRUMP,REPUBLICAN,3483.0,4944.0,rural,100.0
IN,DAVIESS,18027,DONALD J TRUMP,REPUBLICAN,9576.0,11954.0,rural,60.28185035389282
IN,DEARBORN,18029,DONALD J TRUMP,REPUBLICAN,19528.0,25383.0,rural,53.05812536215957
IN,DECATUR,18031,DONALD J TRUMP,REPUBLICAN,9575.0,12287.0,rural,53.7956487956488
IN,DEKALB,18033,DONALD J TRUMP,REPUBLICAN,14237.0,19628.0,urban,42.299220803827296
IN,DELAWARE,18035,DONALD J TRUMP,REPUBLICAN,26827.0,48191.0,urban,22.81190777676743
IN,DUBOIS,18037,DONALD J TRUMP,REPUBLICAN,15033.0,21770.0,urban,49.24681897395497
IN,ELKHART,18039,DONALD J TRUMP,REPUBLICAN,46972.0,74387.0,urban,20.587267601071073
IN,FAYETTE,18041,DONALD J TRUMP,REPUBLICAN,7755.0,10136.0,urban,36.78378712361494
IN,FLOYD,18043,DONALD J TRUMP,REPUBLICAN,23400.0,41802.0,urban,20.327710584890987
IN,FOUNTAIN,18045,DONALD J TRUMP,REPUBLICAN,6154.0,7986.0,rural,65.95127610208816
IN,FRANKLIN,18047,DONALD J TRUMP,REPUBLICAN,9691.0,12000.0,rural,88.85953133798242
IN,FULTON,18049,DONALD J TRUMP,REPUBLICAN,6694.0,9147.0,rural,64.92129007487041
IN,GIBSON,18051,DONALD J TRUMP,REPUBLICAN,11817.0,16161.0,rural,53.61907888845775
IN,GRANT,18053,DONALD J TRUMP,REPUBLICAN,18543.0,27159.0,urban,28.91255013345132
IN,GREENE,18055,DONALD J TRUMP,REPUBLICAN,11103.0,14784.0,rural,74.8439620081411
IN,HAMILTON,18057,DONALD J TRUMP,REPUBLICAN,101587.0,193999.0,urban,5.635377628210031
IN,HANCOCK,18059,DONALD J TRUMP,REPUBLICAN,28996.0,42911.0,urban,30.44627296362961
IN,HARRISON,18061,DONALD J TRUMP,REPUBLICAN,14565.0,20236.0,rural,85.84747485011685
IN,HENDRICKS,18063,DONALD J TRUMP,REPUBLICAN,53802.0,88505.0,urban,17.846928111765028
IN,HENRY,18065,DONALD J TRUMP,REPUBLICAN,15043.0,21030.0,urban,42.855121103069024
IN,HOWARD,18067,DONALD J TRUMP,REPUBLICAN,26449.0,40630.0,urban,21.53543116782676
IN,HUNTINGTON,18069,DONALD J TRUMP,REPUBLICAN,13147.0,17829.0,rural,50.95625471393169
IN,JACKSON,18071,DONALD J TRUMP,REPUBLICAN,14555.0,19238.0,urban,43.73230130262413
IN,JASPER,18073,DONALD J TRUMP,REPUBLICAN,11383.0,15475.0,rural,68.03871198996356
IN,JAY,18075,DONALD J TRUMP,REPUBLICAN,6361.0,8461.0,rural,55.65331953136028
IN,JEFFERSON,18077,DONALD J TRUMP,REPUBLICAN,9663.0,14697.0,urban,45.09682990008634
IN,JENNINGS,18079,DONALD J TRUMP,REPUBLICAN,9490.0,12251.0,rural,60.19631901840491
IN,JOHNSON,18081,DONALD J TRUMP,REPUBLICAN,51219.0,77618.0,urban,13.896487032236815
IN,KNOX,18083,DONALD J TRUMP,REPUBLICAN,11655.0,16011.0,urban,36.21488033298647
IN,KOSCIUSKO,18085,DONALD J TRUMP,REPUBLICAN,26499.0,35787.0,urban,46.59763696062463
IN,LAGRANGE,18087,DONALD J TRUMP,REPUBLICAN,8110.0,10633.0,rural,91.61549235078647
IN,LAKE,18089,JOSEPH R BIDEN JR,DEMOCRAT,124870.0,219956.0,urban,3.9681051602302397
IN,LAPORTE,18091,DONALD J TRUMP,REPUBLICAN,25997.0,49392.0,urban,35.627584845739094
IN,LAWRENCE,18093,DONALD J TRUMP,REPUBLICAN,15601.0,21025.0,rural,58.44713226687476
IN,MADISON,18095,DONALD J TRUMP,REPUBLICAN,31215.0,51793.0,urban,23.0886687532286
IN,MARION,18097,JOSEPH R BIDEN JR,DEMOCRAT,247772.0,389619.0,urban,0.6001817592122144
IN,MARSHALL,18099,DONALD J TRUMP,REPUBLICAN,13844.0,19927.0,rural,63.34615629848462
IN,MARTIN,18101,DONALD J TRUMP,REPUBLICAN,4029.0,5144.0,rural,72.2856589897426
IN,MIAMI,18103,DONALD J TRUMP,REPUBLICAN,10925.0,14473.0,urban,46.48673549575915
IN,MONROE,18105,JOSEPH R BIDEN JR,DEMOCRAT,39861.0,63151.0,urban,21.248206183773753
IN,MONTGOMERY,18107,DONALD J TRUMP,REPUBLICAN,12659.0,17198.0,rural,52.754170601196094
IN,MORGAN,18109,DONALD J TRUMP,REPUBLICAN,27512.0,36159.0,urban,49.137805904723194
IN,NEWTON,18111,DONALD J TRUMP,REPUBLICAN,4942.0,6591.0,rural,100.0
IN,NOBLE,18113,DONALD J TRUMP,REPUBLICAN,14195.0,19190.0,rural,68.049478290138
IN,OHIO,18115,DONALD J TRUMP,REPUBLICAN,2054.0,3075.0,rural,100.0
IN,ORANGE,18117,DONALD J TRUMP,REPUBLICAN,6432.0,8832.0,rural,83.45766129032258
IN,OWEN,18119,DONALD J TRUMP,REPUBLICAN,7286.0,9904.0,rural,100.0
IN,PARKE,18121,DONALD J TRUMP,REPUBLICAN,5400.0,7013.0,rural,74.97548878251341
IN,PERRY,18123,DONALD J TRUMP,REPUBLICAN,5345.0,8722.0,rural,55.04188644120384
IN,PIKE,18125,DONALD J TRUMP,REPUBLICAN,4692.0,6220.0,rural,100.0
IN,PORTER,18127,DONALD J TRUMP,REPUBLICAN,45008.0,86509.0,urban,20.752937453983435
IN,POSEY,18129,DONALD J TRUMP,REPUBLICAN,9206.0,13236.0,rural,66.76186800463142
IN,PULASKI,18131,DONALD J TRUMP,REPUBLICAN,4246.0,5806.0,rural,80.9431428145053
IN,PUTNAM,18133,DONALD J TRUMP,REPUBLICAN,12278.0,16597.0,rural,64.80257092432105
IN,RANDOLPH,18135,DONALD J TRUMP,REPUBLICAN,8312.0,11070.0,rural,61.86618776508349
IN,RIPLEY,18137,DONALD J TRUMP,REPUBLICAN,11261.0,14271.0,rural,83.24311194392394
IN,RUSH,18139,DONALD J TRUMP,REPUBLICAN,6035.0,7932.0,rural,61.16030358785649
IN,ST. JOSEPH,18141,JOSEPH R BIDEN JR,DEMOCRAT,59896.0,115238.0,urban,9.001577186613769
IN,SCOTT,18143,DONALD J TRUMP,REPUBLICAN,7331.0,10167.0,rural,52.7149414829825
IN,SHELBY,18145,DONALD J TRUMP,REPUBLICAN,14568.0,19991.0,rural,52.0478890989288
IN,SPENCER,18147,DONALD J TRUMP,REPUBLICAN,7357.0,10769.0,rural,100.0
IN,STARKE,18149,DONALD J TRUMP,REPUBLICAN,7466.0,10290.0,rural,82.38239952060951
IN,STEUBEN,18151,DONALD J TRUMP,REPUBLICAN,11327.0,16162.0,rural,67.24879333040808
IN,SULLIVAN,18153,DONALD J TRUMP,REPUBLICAN,6691.0,8994.0,rural,78.9615832363213
IN,SWITZERLAND,18155,DONALD J TRUMP,REPUBLICAN,3133.0,4154.0,rural,100.0
IN,TIPPECANOE,18157,JOSEPH R BIDEN JR,DEMOCRAT,35017.0,71448.0,urban,14.501099664313
IN,TIPTON,18159,DONALD J TRUMP,REPUBLICAN,6110.0,8116.0,rural,61.602660642570285
IN,UNION,18161,DONALD J TRUMP,REPUBLICAN,2688.0,3483.0,rural,100.0
IN,VANDERBURGH,18163,DONALD J TRUMP,REPUBLICAN,41844.0,77662.0,urban,9.167348346994764
IN,VERMILLION,18165,DONALD J TRUMP,REPUBLICAN,5184.0,7481.0,rural,60.368862570935114
IN,VIGO,18167,DONALD J TRUMP,REPUBLICAN,24545.0,43594.0,urban,23.75843780135005
IN,WABASH,18169,DONALD J TRUMP,REPUBLICAN,10762.0,14576.0,urban,49.984796886402336
IN,WARREN,18171,DONALD J TRUMP,REPUBLICAN,3401.0,4472.0,rural,77.103902209685
IN,WARRICK,18173,DONALD J TRUMP,REPUBLICAN,21326.0,33829.0,urban,29.306907470388175
IN,WASHINGTON,18175,DONALD J TRUMP,REPUBLICAN,9114.0,12139.0,rural,76.84523388295239
IN,WAYNE,18177,DONALD J TRUMP,REPUBLICAN,17567.0,27679.0,urban,33.04990060507567
IN,WELLS,18179,DONALD J TRUMP,REPUBLICAN,10855.0,14050.0,rural,50.560862642929514
IN,WHITE,18181,DONALD J TRUMP,REPUBLICAN,7957.0,11166.0,rural,67.96656251268108
IN,WHITLEY,18183,DONALD J TRUMP,REPUBLICAN,12862.0,17556.0,rural,71.16424366214106
IA,ADAIR,19001,DONALD J TRUMP,REPUBLICAN,1717.0,4177.0,rural,100.0
IA,ADAMS,19003,DONALD J TRUMP,REPUBLICAN,781.0,2160.0,rural,100.0
IA,ALLAMAKEE,19005,DONALD J TRUMP,REPUBLICAN,2699.0,7422.0,rural,73.96371249127705
IA,APPANOOSE,19007,DONALD J TRUMP,REPUBLICAN,2692.0,6516.0,rural,58.252502521921315
IA,AUDUBON,19009,DONALD J TRUMP,REPUBLICAN,1197.0,3420.0,rural,100.0
IA,BENTON,19011,DONALD J TRUMP,REPUBLICAN,6081.0,14642.0,rural,80.65654241448075
IA,BLACK HAWK,19013,JOSEPH R BIDEN JR,DEMOCRAT,26451.0,66593.0,urban,13.480814707452895
IA,BOONE,19015,JOSEPH R BIDEN JR,DEMOCRAT,4982.0,15340.0,rural,50.63483615905117
IA,BREMER,19017,DONALD J TRUMP,REPUBLICAN,4575.0,14546.0,rural,64.48755972977426
IA,BUCHANAN,19019,DONALD J TRUMP,REPUBLICAN,3913.0,10774.0,rural,68.5370741482966
IA,BUENA VISTA,19021,DONALD J TRUMP,REPUBLICAN,2538.0,8167.0,urban,43.90918065153011
IA,BUTLER,19023,DONALD J TRUMP,REPUBLICAN,3115.0,8098.0,rural,100.0
IA,CALHOUN,19025,DONALD J TRUMP,REPUBLICAN,2238.0,5258.0,rural,100.0
IA,CARROLL,19027,DONALD J TRUMP,REPUBLICAN,4095.0,11335.0,rural,52.03689469638739
IA,CASS,19029,DONALD J TRUMP,REPUBLICAN,2569.0,7276.0,rural,53.63284608770421
IA,CEDAR,19031,DONALD J TRUMP,REPUBLICAN,3446.0,10703.0,rural,83.42072544461863
IA,CERRO GORDO,19033,JOSEPH R BIDEN JR,DEMOCRAT,8104.0,23801.0,urban,20.59296505175421
IA,CHEROKEE,19035,DONALD J TRUMP,REPUBLICAN,2444.0,6518.0,rural,61.381709741550694
IA,CHICKASAW,19037,DONALD J TRUMP,REPUBLICAN,2398.0,6631.0,rural,73.53485006833347
IA,CLARKE,19039,DONALD J TRUMP,REPUBLICAN,1737.0,4670.0,urban,48.104673702347625
IA,CLAY,19041,DONALD J TRUMP,REPUBLICAN,3417.0,8969.0,urban,34.28931421371573
IA,CLAYTON,19043,DONALD J TRUMP,REPUBLICAN,3848.0,9594.0,rural,96.59661316123338
IA,CLINTON,19045,JOSEPH R BIDEN JR,DEMOCRAT,8771.0,24687.0,urban,32.23389526834433
IA,CRAWFORD,19047,DONALD J TRUMP,REPUBLICAN,2483.0,7154.0,rural,51.801591015442206
IA,DALLAS,19049,JOSEPH R BIDEN JR,DEMOCRAT,20035.0,56022.0,urban,30.58592273380207
IA,DAVIS,19051,DONALD J TRUMP,REPUBLICAN,1662.0,4102.0,rural,100.0
IA,DECATUR,19053,DONALD J TRUMP,REPUBLICAN,1725.0,3804.0,rural,100.0
IA,DELAWARE,19055,DONALD J TRUMP,REPUBLICAN,4075.0,10003.0,rural,71.47038955190273
IA,DES MOINES,19057,JOSEPH R BIDEN JR,DEMOCRAT,7024.0,19956.0,urban,26.73527588344699
IA,DICKINSON,19059,DONALD J TRUMP,REPUBLICAN,4773.0,11244.0,urban,35.04529909401812
IA,DUBUQUE,19061,JOSEPH R BIDEN JR,DEMOCRAT,20687.0,53926.0,urban,27.016753334116366
IA,EMMET,19063,DONALD J TRUMP,REPUBLICAN,1823.0,4853.0,urban,39.89516598718696
IA,FAYETTE,19065,DONALD J TRUMP,REPUBLICAN,3621.0,10186.0,rural,70.5795019157088
IA,FLOYD,19067,DONALD J TRUMP,REPUBLICAN,2552.0,8032.0,rural,52.73262589707416
IA,FRANKLIN,19069,DONALD J TRUMP,REPUBLICAN,1996.0,5130.0,rural,60.24344569288389
IA,FREMONT,19071,DONALD J TRUMP,REPUBLICAN,1460.0,3857.0,rural,100.0
IA,GREENE,19073,DONALD J TRUMP,REPUBLICAN,1659.0,5057.0,rural,58.16195372750642
IA,GRUNDY,19075,DONALD J TRUMP,REPUBLICAN,3069.0,7276.0,rural,100.0
IA,GUTHRIE,19077,DONALD J TRUMP,REPUBLICAN,2441.0,6371.0,rural,100.0
IA,HAMILTON,19079,DONALD J TRUMP,REPUBLICAN,2525.0,7943.0,rural,50.48172015568174
IA,HANCOCK,19081,DONALD J TRUMP,REPUBLICAN,2692.0,6172.0,rural,70.02028039855392
IA,HARDIN,19083,DONALD J TRUMP,REPUBLICAN,3209.0,8989.0,rural,71.08474962929166
IA,HARRISON,19085,DONALD J TRUMP,REPUBLICAN,3304.0,8155.0,rural,81.11602357984995
IA,HENRY,19087,DONALD J TRUMP,REPUBLICAN,3676.0,9982.0,rural,57.13080168776371
IA,HOWARD,19089,DONALD J TRUMP,REPUBLICAN,1909.0,4958.0,rural,62.993936859711475
IA,HUMBOLDT,19091,DONALD J TRUMP,REPUBLICAN,2074.0,5327.0,urban,46.581762608252674
IA,IDA,19093,DONALD J TRUMP,REPUBLICAN,1649.0,3849.0,rural,100.0
IA,IOWA,19095,DONALD J TRUMP,REPUBLICAN,3194.0,9742.0,rural,82.18281870987467
IA,JACKSON,19097,DONALD J TRUMP,REPUBLICAN,3880.0,11135.0,rural,53.269850866586054
IA,JASPER,19099,DONALD J TRUMP,REPUBLICAN,7071.0,20184.0,rural,57.50773573638782
IA,JEFFERSON,19101,JOSEPH R BIDEN JR,DEMOCRAT,3793.0,8959.0,urban,38.728255061449865
IA,JOHNSON,19103,JOSEPH R BIDEN JR,DEMOCRAT,48664.0,83851.0,urban,18.536544368209533
IA,JONES,19105,DONALD J TRUMP,REPUBLICAN,3814.0,10989.0,rural,57.95619730594049
IA,KEOKUK,19107,DONALD J TRUMP,REPUBLICAN,2425.0,5303.0,rural,100.0
IA,KOSSUTH,19109,DONALD J TRUMP,REPUBLICAN,3377.0,9090.0,rural,65.64369812777457
IA,LEE,19111,DONALD J TRUMP,REPUBLICAN,5261.0,16734.0,urban,40.61680887847861
IA,LINN,19113,JOSEPH R BIDEN JR,DEMOCRAT,55470.0,127458.0,urban,12.747957164364236
IA,LOUISA,19115,DONALD J TRUMP,REPUBLICAN,1974.0,5332.0,rural,100.0
IA,LUCAS,19117,DONALD J TRUMP,REPUBLICAN,1673.0,4630.0,rural,56.24859518993032
IA,LYON,19119,DONALD J TRUMP,REPUBLICAN,3171.0,6863.0,rural,100.0
IA,MADISON,19121,DONALD J TRUMP,REPUBLICAN,3590.0,9824.0,rural,67.83595892595191
IA,MAHASKA,19123,DONALD J TRUMP,REPUBLICAN,4486.0,11404.0,urban,43.94799160001787
IA,MARION,19125,DONALD J TRUMP,REPUBLICAN,7146.0,19232.0,urban,48.68954336665766
IA,MARSHALL,19127,JOSEPH R BIDEN JR,DEMOCRAT,6207.0,18136.0,urban,33.92540838417634
IA,MILLS,19129,DONALD J TRUMP,REPUBLICAN,3160.0,8268.0,rural,59.57234876153795
IA,MITCHELL,19131,DONALD J TRUMP,REPUBLICAN,1864.0,5822.0,rural,67.19561989606532
IA,MONONA,19133,DONALD J TRUMP,REPUBLICAN,2023.0,4728.0,rural,71.19982689602942
IA,MONROE,19135,DONALD J TRUMP,REPUBLICAN,1564.0,4088.0,rural,55.16938519447929
IA,MONTGOMERY,19137,DONALD J TRUMP,REPUBLICAN,1944.0,5327.0,urban,47.886405959031656
IA,MUSCATINE,19139,JOSEPH R BIDEN JR,DEMOCRAT,6687.0,20671.0,urban,25.551526494326822
IA,O'BRIEN,19141,DONALD J TRUMP,REPUBLICAN,3384.0,7551.0,rural,66.27309348520627
IA,OSCEOLA,19143,DONALD J TRUMP,REPUBLICAN,1615.0,3328.0,rural,58.372021046115755
IA,PAGE,19145,DONALD J TRUMP,REPUBLICAN,2674.0,7528.0,urban,33.35425558624153
IA,PALO ALTO,19147,DONALD J TRUMP,REPUBLICAN,1747.0,4958.0,rural,61.4902876552383
IA,PLYMOUTH,19149,DONALD J TRUMP,REPUBLICAN,5468.0,14188.0,rural,62.93924597774754
IA,POCAHONTAS,19151,DONALD J TRUMP,REPUBLICAN,1517.0,3823.0,rural,100.0
IA,POLK,19153,JOSEPH R BIDEN JR,DEMOCRAT,100944.0,258755.0,urban,4.908740479286643
IA,POTTAWATTAMIE,19155,JOSEPH R BIDEN JR,DEMOCRAT,14062.0,45744.0,urban,26.419631164258572
IA,POWESHIEK,19157,JOSEPH R BIDEN JR,DEMOCRAT,3489.0,10140.0,rural,51.993232526171084
IA,RINGGOLD,19159,DONALD J TRUMP,REPUBLICAN,1030.0,2714.0,rural,100.0
IA,SAC,19161,DONALD J TRUMP,REPUBLICAN,2467.0,5535.0,rural,100.0
IA,SCOTT,19163,JOSEPH R BIDEN JR,DEMOCRAT,37826.0,92599.0,urban,13.51074904372246
IA,SHELBY,19165,DONALD J TRUMP,REPUBLICAN,2674.0,6795.0,rural,59.44768636475713
IA,SIOUX,19167,DONALD J TRUMP,REPUBLICAN,9461.0,19051.0,rural,50.82482791360076
IA,STORY,19169,JOSEPH R BIDEN JR,DEMOCRAT,21595.0,51038.0,urban,16.93506957628822
IA,TAMA,19171,DONALD J TRUMP,REPUBLICAN,3505.0,9048.0,rural,72.39826644903474
IA,TAYLOR,19173,DONALD J TRUMP,REPUBLICAN,1579.0,3249.0,rural,100.0
IA,UNION,19175,DONALD J TRUMP,REPUBLICAN,2040.0,6185.0,urban,39.22929631402585
IA,VAN BUREN,19177,DONALD J TRUMP,REPUBLICAN,1939.0,3791.0,rural,100.0
IA,WAPELLO,19179,DONALD J TRUMP,REPUBLICAN,5574.0,15633.0,urban,30.467368421052633
IA,WARREN,19181,DONALD J TRUMP,REPUBLICAN,10044.0,31039.0,urban,41.95565170362358
IA,WASHINGTON,19183,DONALD J TRUMP,REPUBLICAN,3591.0,11765.0,rural,69.46185035016586
IA,WAYNE,19185,DONALD J TRUMP,REPUBLICAN,1302.0,3109.0,rural,100.0
