date,changecolor,cases_avg_per_100k,segmentname
2020-05-09,#030D97,8.809844789356982,Stayed Democrat
2020-05-09,#11A3D6,4.502903225806454,To Democrat
2020-05-09,#556B2F,1.0215384615384617,To other
2020-05-09,#970D03,5.744499355393202,Stayed Republican
2020-05-09,#AB5A68,6.643571428571428,To Republican
2020-05-10,#030D97,8.572416851441249,Stayed Democrat
2020-05-10,#11A3D6,4.424516129032262,To Democrat
2020-05-10,#556B2F,0.7876923076923076,To other
2020-05-10,#970D03,5.571961373390558,Stayed Republican
2020-05-10,#AB5A68,6.386428571428572,To Republican
2020-05-11,#030D97,8.39509977827051,Stayed Democrat
2020-05-11,#11A3D6,4.494354838709679,To Democrat
2020-05-11,#556B2F,0.67,To other
2020-05-11,#970D03,5.3865107296137404,Stayed Republican
2020-05-11,#AB5A68,6.865,To Republican
2020-05-12,#030D97,8.50000000000001,Stayed Democrat
2020-05-12,#11A3D6,4.587096774193547,To Democrat
2020-05-12,#556B2F,0.5346153846153846,To other
2020-05-12,#970D03,5.2618232518232535,Stayed Republican
2020-05-12,#AB5A68,6.755,To Republican
2020-05-13,#030D97,8.210399113082048,Stayed Democrat
2020-05-13,#11A3D6,4.520483870967743,To Democrat
2020-05-13,#556B2F,0.5123076923076924,To other
2020-05-13,#970D03,5.490942587832053,Stayed Republican
2020-05-13,#AB5A68,6.194999999999999,To Republican
2020-05-14,#030D97,8.3019733924612,Stayed Democrat
2020-05-14,#11A3D6,4.4709677419354845,To Democrat
2020-05-14,#556B2F,0.4884615384615385,To other
2020-05-14,#970D03,5.41023952095808,Stayed Republican
2020-05-14,#AB5A68,5.739285714285714,To Republican
2020-05-15,#030D97,8.435343680709535,Stayed Democrat
2020-05-15,#11A3D6,4.6635483870967755,To Democrat
2020-05-15,#556B2F,0.4115384615384616,To other
2020-05-15,#970D03,5.227485055508115,Stayed Republican
2020-05-15,#AB5A68,5.177857142857143,To Republican
2020-05-16,#030D97,8.532328159645234,Stayed Democrat
2020-05-16,#11A3D6,4.749354838709678,To Democrat
2020-05-16,#556B2F,0.33076923076923076,To other
2020-05-16,#970D03,5.2150617809970115,Stayed Republican
2020-05-16,#AB5A68,4.693571428571429,To Republican
2020-05-17,#030D97,8.398913525498891,Stayed Democrat
2020-05-17,#11A3D6,4.4651612903225795,To Democrat
2020-05-17,#556B2F,0.23999999999999996,To other
2020-05-17,#970D03,5.142187234042552,Stayed Republican
2020-05-17,#AB5A68,4.805714285714286,To Republican
2020-05-18,#030D97,8.479179600886917,Stayed Democrat
2020-05-18,#11A3D6,4.37,To Democrat
2020-05-18,#556B2F,0.23999999999999996,To other
2020-05-18,#970D03,5.2811427357689045,Stayed Republican
2020-05-18,#AB5A68,4.401428571428571,To Republican
2020-05-19,#030D97,8.721818181818184,Stayed Democrat
2020-05-19,#11A3D6,4.311290322580646,To Democrat
2020-05-19,#556B2F,0.3038461538461539,To other
2020-05-19,#970D03,5.238162574089765,Stayed Republican
2020-05-19,#AB5A68,4.5878571428571435,To Republican
2020-05-20,#030D97,9.104257206208425,Stayed Democrat
2020-05-20,#11A3D6,4.550483870967743,To Democrat
2020-05-20,#556B2F,0.2476923076923077,To other
2020-05-20,#970D03,5.1027622673434925,Stayed Republican
2020-05-20,#AB5A68,4.607857142857143,To Republican
2020-05-21,#030D97,9.368447893569845,Stayed Democrat
2020-05-21,#11A3D6,4.589032258064516,To Democrat
2020-05-21,#556B2F,0.5376923076923077,To other
2020-05-21,#970D03,5.020342205323197,Stayed Republican
2020-05-21,#AB5A68,4.91857142857143,To Republican
2020-05-22,#030D97,9.394767184035478,Stayed Democrat
2020-05-22,#11A3D6,4.578548387096775,To Democrat
2020-05-22,#556B2F,0.5492307692307693,To other
2020-05-22,#970D03,5.090455120101137,Stayed Republican
2020-05-22,#AB5A68,4.545,To Republican
2020-05-23,#030D97,9.44911308203991,Stayed Democrat
2020-05-23,#11A3D6,4.447419354838709,To Democrat
2020-05-23,#556B2F,0.713076923076923,To other
2020-05-23,#970D03,5.076190075693868,Stayed Republican
2020-05-23,#AB5A68,4.448571428571428,To Republican
2020-05-24,#030D97,9.692616407982266,Stayed Democrat
2020-05-24,#11A3D6,4.510161290322579,To Democrat
2020-05-24,#556B2F,0.7115384615384616,To other
2020-05-24,#970D03,5.368079831932776,Stayed Republican
2020-05-24,#AB5A68,4.12,To Republican
2020-05-25,#030D97,9.944601769911497,Stayed Democrat
2020-05-25,#11A3D6,4.4558064516129035,To Democrat
2020-05-25,#556B2F,0.9584615384615384,To other
2020-05-25,#970D03,5.22566148677027,Stayed Republican
2020-05-25,#AB5A68,3.8928571428571432,To Republican
2020-05-26,#030D97,9.866946902654872,Stayed Democrat
2020-05-26,#11A3D6,4.511129032258063,To Democrat
2020-05-26,#556B2F,0.9438461538461538,To other
2020-05-26,#970D03,5.3972670025188965,Stayed Republican
2020-05-26,#AB5A68,3.6678571428571423,To Republican
2020-05-27,#030D97,9.697676991150452,Stayed Democrat
2020-05-27,#11A3D6,4.300322580645162,To Democrat
2020-05-27,#556B2F,0.9615384615384615,To other
2020-05-27,#970D03,5.375067001675038,Stayed Republican
2020-05-27,#AB5A68,3.5092857142857135,To Republican
2020-05-28,#030D97,9.265862831858412,Stayed Democrat
2020-05-28,#11A3D6,4.355161290322581,To Democrat
2020-05-28,#556B2F,0.6646153846153846,To other
2020-05-28,#970D03,5.312580510246759,Stayed Republican
2020-05-28,#AB5A68,3.0857142857142854,To Republican
2020-05-29,#030D97,9.32679203539823,Stayed Democrat
2020-05-29,#11A3D6,4.268709677419356,To Democrat
2020-05-29,#556B2F,0.7053846153846154,To other
2020-05-29,#970D03,5.266609674728939,Stayed Republican
2020-05-29,#AB5A68,3.3307142857142855,To Republican
2020-05-30,#030D97,9.752079646017702,Stayed Democrat
