date,changecolor,cases_avg_per_100k,segmentname
2020-05-12,#556B2F,0.5283333333333333,To other
2020-05-12,#970D03,4.51434175531915,Stayed Republican
2020-05-12,#AB5A68,13.286666666666667,To Republican
2020-05-13,#030D97,10.573333333333338,Stayed Democrat
2020-05-13,#11A3D6,3.357,To Democrat
2020-05-13,#556B2F,0.5116666666666666,To other
2020-05-13,#970D03,4.925345285524565,Stayed Republican
2020-05-13,#AB5A68,12.920000000000002,To Republican
2020-05-14,#030D97,10.954824561403514,Stayed Democrat
2020-05-14,#11A3D6,3.153,To Democrat
2020-05-14,#556B2F,0.5216666666666667,To other
2020-05-14,#970D03,4.87227965540093,Stayed Republican
2020-05-14,#AB5A68,13.479999999999999,To Republican
2020-05-15,#030D97,11.731929824561407,Stayed Democrat
2020-05-15,#11A3D6,3.8489999999999993,To Democrat
2020-05-15,#556B2F,0.4316666666666667,To other
2020-05-15,#970D03,4.817334656084652,Stayed Republican
2020-05-15,#AB5A68,10.623333333333333,To Republican
2020-05-16,#030D97,11.846491228070173,Stayed Democrat
2020-05-16,#11A3D6,4.148,To Democrat
2020-05-16,#556B2F,0.33666666666666667,To other
2020-05-16,#970D03,4.777402768622277,Stayed Republican
2020-05-16,#AB5A68,10.246666666666668,To Republican
2020-05-17,#030D97,11.056140350877191,Stayed Democrat
2020-05-17,#11A3D6,3.5869999999999997,To Democrat
2020-05-17,#556B2F,0.20916666666666664,To other
2020-05-17,#970D03,4.753934210526315,Stayed Republican
2020-05-17,#AB5A68,10.753333333333332,To Republican
2020-05-18,#030D97,11.465000000000005,Stayed Democrat
2020-05-18,#11A3D6,3.4850000000000003,To Democrat
2020-05-18,#556B2F,0.20916666666666664,To other
2020-05-18,#970D03,4.887093175853013,Stayed Republican
2020-05-18,#AB5A68,10.796666666666667,To Republican
2020-05-19,#030D97,11.73280701754386,Stayed Democrat
2020-05-19,#11A3D6,3.595999999999999,To Democrat
2020-05-19,#556B2F,0.2783333333333333,To other
2020-05-19,#970D03,4.924768125408224,Stayed Republican
2020-05-19,#AB5A68,11.366666666666667,To Republican
2020-05-20,#030D97,12.65052631578947,Stayed Democrat
2020-05-20,#11A3D6,3.425,To Democrat
2020-05-20,#556B2F,0.2175,To other
2020-05-20,#970D03,4.724096542726676,Stayed Republican
2020-05-20,#AB5A68,11.773333333333333,To Republican
2020-05-21,#030D97,13.5330701754386,Stayed Democrat
2020-05-21,#11A3D6,3.6019999999999994,To Democrat
2020-05-21,#556B2F,0.5241666666666666,To other
2020-05-21,#970D03,4.648359374999997,Stayed Republican
2020-05-21,#AB5A68,11.723333333333334,To Republican
2020-05-22,#030D97,13.437807017543859,Stayed Democrat
2020-05-22,#11A3D6,3.019,To Democrat
2020-05-22,#556B2F,0.5441666666666666,To other
2020-05-22,#970D03,4.8314721141374815,Stayed Republican
2020-05-22,#AB5A68,11.276666666666666,To Republican
2020-05-23,#030D97,14.023333333333339,Stayed Democrat
2020-05-23,#11A3D6,2.387,To Democrat
2020-05-23,#556B2F,0.7291666666666666,To other
2020-05-23,#970D03,4.886647249190938,Stayed Republican
2020-05-23,#AB5A68,10.026666666666666,To Republican
2020-05-24,#030D97,14.770175438596494,Stayed Democrat
2020-05-24,#11A3D6,2.4709999999999996,To Democrat
2020-05-24,#556B2F,0.7633333333333333,To other
2020-05-24,#970D03,5.161881060116351,Stayed Republican
2020-05-24,#AB5A68,7.913333333333334,To Republican
2020-05-25,#030D97,15.009210526315792,Stayed Democrat
2020-05-25,#11A3D6,2.7399999999999998,To Democrat
2020-05-25,#556B2F,1.0241666666666667,To other
2020-05-25,#970D03,5.044618863049095,Stayed Republican
2020-05-25,#AB5A68,6.47,To Republican
2020-05-26,#030D97,15.055438596491225,Stayed Democrat
2020-05-26,#11A3D6,2.5839999999999996,To Democrat
2020-05-26,#556B2F,0.9858333333333332,To other
2020-05-26,#970D03,5.1904712717882475,Stayed Republican
2020-05-26,#AB5A68,6.046666666666667,To Republican
2020-05-27,#030D97,14.785526315789483,Stayed Democrat
2020-05-27,#11A3D6,2.678,To Democrat
2020-05-27,#556B2F,0.9908333333333332,To other
2020-05-27,#970D03,5.137625482625478,Stayed Republican
2020-05-27,#AB5A68,5.02,To Republican
2020-05-28,#030D97,13.445526315789474,Stayed Democrat
2020-05-28,#11A3D6,2.768,To Democrat
2020-05-28,#556B2F,0.6541666666666667,To other
2020-05-28,#970D03,5.093547557840618,Stayed Republican
2020-05-28,#AB5A68,4.53,To Republican
2020-05-29,#030D97,13.560614035087726,Stayed Democrat
2020-05-29,#11A3D6,2.743,To Democrat
2020-05-29,#556B2F,0.6875,To other
2020-05-29,#970D03,5.00758157389635,Stayed Republican
2020-05-29,#AB5A68,3.293333333333333,To Republican
2020-05-30,#030D97,14.556315789473693,Stayed Democrat
2020-05-30,#11A3D6,2.729,To Democrat
2020-05-30,#556B2F,0.535,To other
2020-05-30,#970D03,5.023493282149709,Stayed Republican
2020-05-30,#AB5A68,4.78,To Republican
2020-05-31,#030D97,14.689473684210524,Stayed Democrat
2020-05-31,#11A3D6,2.7169999999999996,To Democrat
2020-05-31,#556B2F,0.535,To other
2020-05-31,#970D03,4.938914431673049,Stayed Republican
2020-05-31,#AB5A68,4.44,To Republican
2020-06-01,#030D97,14.293947368421055,Stayed Democrat
2020-06-01,#11A3D6,2.375,To Democrat
2020-06-01,#556B2F,0.27416666666666667,To other
2020-06-01,#970D03,5.140255102040816,Stayed Republican
2020-06-01,#AB5A68,4.19,To Republican
2020-06-02,#030D97,13.838947368421048,Stayed Democrat
2020-06-02,#11A3D6,2.1399999999999997,To Democrat
2020-06-02,#556B2F,0.24250000000000002,To other
2020-06-02,#970D03,5.549548633184996,Stayed Republican
2020-06-02,#AB5A68,4.19,To Republican
2020-06-03,#030D97,14.026228070175438,Stayed Democrat
2020-06-03,#11A3D6,2.2879999999999994,To Democrat
2020-06-03,#556B2F,0.2841666666666667,To other
2020-06-03,#970D03,5.580253968253973,Stayed Republican
2020-06-03,#AB5A68,3.8266666666666667,To Republican
2020-06-04,#030D97,14.750521739130434,Stayed Democrat
2020-06-04,#11A3D6,2.7019999999999995,To Democrat
2020-06-04,#556B2F,0.30916666666666665,To other
2020-06-04,#970D03,5.703261421319787,Stayed Republican
2020-06-04,#AB5A68,4.383333333333334,To Republican
2020-06-05,#030D97,14.128695652173919,Stayed Democrat
2020-06-05,#11A3D6,2.659,To Democrat
2020-06-05,#556B2F,0.3133333333333333,To other
2020-06-05,#970D03,5.748093730208989,Stayed Republican
2020-06-05,#AB5A68,5.260000000000001,To Republican
2020-06-06,#030D97,12.766982758620696,Stayed Democrat
2020-06-06,#11A3D6,2.3819999999999997,To Democrat
2020-06-06,#556B2F,0.4266666666666667,To other
2020-06-06,#970D03,5.9949905123339615,Stayed Republican
2020-06-06,#AB5A68,5.656666666666666,To Republican
2020-06-07,#030D97,13.035603448275873,Stayed Democrat
2020-06-07,#11A3D6,2.2220000000000004,To Democrat
2020-06-07,#556B2F,0.35333333333333333,To other
2020-06-07,#970D03,5.888957016434886,Stayed Republican
2020-06-07,#AB5A68,6.07,To Republican
2020-06-08,#030D97,13.344396551724133,Stayed Democrat
2020-06-08,#11A3D6,2.105,To Democrat
2020-06-08,#556B2F,0.5141666666666667,To other
2020-06-08,#970D03,5.7408975979772405,Stayed Republican
2020-06-08,#AB5A68,5.82,To Republican
2020-06-09,#030D97,14.278879310344834,Stayed Democrat
2020-06-09,#11A3D6,2.309,To Democrat
2020-06-09,#556B2F,0.535,To other
2020-06-09,#970D03,4.868108448928121,Stayed Republican
2020-06-09,#AB5A68,5.526666666666666,To Republican
2020-06-10,#030D97,14.395603448275862,Stayed Democrat
2020-06-10,#11A3D6,2.088,To Democrat
2020-06-10,#556B2F,0.5308333333333334,To other
2020-06-10,#970D03,4.801691823899367,Stayed Republican
2020-06-10,#AB5A68,5.763333333333333,To Republican
2020-06-11,#030D97,14.020431034482762,Stayed Democrat
2020-06-11,#11A3D6,1.3449999999999998,To Democrat
2020-06-11,#556B2F,0.6558333333333333,To other
2020-06-11,#970D03,4.692587939698496,Stayed Republican
2020-06-11,#AB5A68,6.486666666666667,To Republican
2020-06-12,#030D97,17.775172413793104,Stayed Democrat
2020-06-12,#11A3D6,1.2769999999999997,To Democrat
2020-06-12,#556B2F,0.6900000000000001,To other
2020-06-12,#970D03,4.8130947897049525,Stayed Republican
2020-06-12,#AB5A68,7.093333333333334,To Republican
